tile,total_rooftops,rooftops_without_solar,square_meters_with_solar_m2,panel_area_m2,district_number,year,Unemployment_Rate,Average_Age,Elderly_Population,Young_Population,Total_Population,Number_of_Houses,employed
tile_r18_c18,142,135,2645.386,273.629,09,2012,"2,9","41,1",15474.0,12560.0,94257,,"72,1"
tile_r18_c19,54,50,4304.619,71.638,09,2012,"2,9","41,1",15474.0,12560.0,94257,,"72,1"
tile_r18_c2,74,60,11973.931,735.635,07,2012,"4,2","42,1",10497.0,7326.0,54552,,"69,2"
tile_r18_c20,1,0,590.52,24.088,10,2012,"4,7","41,9",9319.0,7461.0,50253,,69
tile_r18_c21,24,20,4280.312,399.477,10,2012,"4,7","41,9",9319.0,7461.0,50253,,69
tile_r18_c22,64,61,1013.074,22.279,10,2012,"4,7","41,9",9319.0,7461.0,50253,,69
tile_r18_c23,126,119,5322.199,148.298,10,2012,"4,7","41,9",9319.0,7461.0,50253,,69
tile_r18_c24,78,74,2545.598,50.912,10,2012,"4,7","41,9",9319.0,7461.0,50253,,69
tile_r18_c25,44,37,5727.029,357.932,10,2012,"4,7","41,9",9319.0,7461.0,50253,,69
tile_r18_c26,1,1,0.0,0.0,10,2012,"4,7","41,9",9319.0,7461.0,50253,,69
tile_r18_c3,45,32,9816.909,1100.055,07,2012,"4,2","42,1",10497.0,7326.0,54552,,"69,2"
tile_r18_c4,6,5,204.33,8.718,07,2012,"4,2","42,1",10497.0,7326.0,54552,,"69,2"
tile_r18_c5,85,82,3694.736,715.73,07,2012,"4,2","42,1",10497.0,7326.0,54552,,"69,2"
tile_r18_c6,210,209,54.315,11.798,07,2012,"4,2","42,1",10497.0,7326.0,54552,,"69,2"
tile_r18_c7,45,43,7667.106,1064.985,07,2012,"4,2","42,1",10497.0,7326.0,54552,,"69,2"
tile_r18_c8,21,16,10899.165,1202.159,07,2012,"4,2","42,1",10497.0,7326.0,54552,,"69,2"
tile_r18_c9,13,10,13869.174,607.45,25,2012,"3,8","42,7",10423.0,6497.0,53359,,"70,1"
tile_r19_c0,42,36,4080.153,239.635,07,2012,"4,2","42,1",10497.0,7326.0,54552,,"69,2"
tile_r19_c1,55,51,6578.956,94.441,07,2012,"4,2","42,1",10497.0,7326.0,54552,,"69,2"
tile_r19_c10,9,7,13443.423,331.258,25,2012,"3,8","42,7",10423.0,6497.0,53359,,"70,1"
tile_r19_c11,23,15,8883.176,1288.724,09,2012,"2,9","41,1",15474.0,12560.0,94257,,"72,1"
tile_r19_c12,37,32,9667.604,717.585,09,2012,"2,9","41,1",15474.0,12560.0,94257,,"72,1"
tile_r19_c13,25,20,17849.893,316.164,09,2012,"2,9","41,1",15474.0,12560.0,94257,,"72,1"
tile_r19_c14,37,28,17750.502,385.151,09,2012,"2,9","41,1",15474.0,12560.0,94257,,"72,1"
tile_r19_c15,38,33,5108.679,753.445,09,2012,"2,9","41,1",15474.0,12560.0,94257,,"72,1"
tile_r19_c16,46,42,1716.67,334.948,09,2012,"2,9","41,1",15474.0,12560.0,94257,,"72,1"
tile_r19_c17,67,59,8908.509,168.042,09,2012,"2,9","41,1",15474.0,12560.0,94257,,"72,1"
tile_r19_c18,30,20,9442.684,214.937,09,2012,"2,9","41,1",15474.0,12560.0,94257,,"72,1"
tile_r19_c19,54,53,2299.783,10.931,09,2012,"2,9","41,1",15474.0,12560.0,94257,,"72,1"
tile_r19_c2,64,58,11433.358,248.939,07,2012,"4,2","42,1",10497.0,7326.0,54552,,"69,2"
tile_r19_c20,82,80,3864.156,157.791,10,2012,"4,7","41,9",9319.0,7461.0,50253,,69
tile_r19_c21,57,55,1875.936,675.785,10,2012,"4,7","41,9",9319.0,7461.0,50253,,69
tile_r19_c22,36,29,5078.567,154.045,10,2012,"4,7","41,9",9319.0,7461.0,50253,,69
tile_r19_c23,49,48,148.404,26.413,10,2012,"4,7","41,9",9319.0,7461.0,50253,,69
tile_r19_c24,44,39,6488.728,1074.971,10,2012,"4,7","41,9",9319.0,7461.0,50253,,69
tile_r19_c25,35,27,9845.211,2498.45,10,2012,"4,7","41,9",9319.0,7461.0,50253,,69
tile_r19_c26,0,0,0.0,0.0,10,2012,"4,7","41,9",9319.0,7461.0,50253,,69
tile_r19_c3,36,29,12249.158,482.828,07,2012,"4,2","42,1",10497.0,7326.0,54552,,"69,2"
tile_r19_c4,34,32,299.378,50.391,07,2012,"4,2","42,1",10497.0,7326.0,54552,,"69,2"
tile_r19_c5,127,124,1379.475,41.245,07,2012,"4,2","42,1",10497.0,7326.0,54552,,"69,2"
tile_r19_c6,103,98,1750.561,76.421,07,2012,"4,2","42,1",10497.0,7326.0,54552,,"69,2"
tile_r19_c7,37,33,11153.994,1562.578,07,2012,"4,2","42,1",10497.0,7326.0,54552,,"69,2"
tile_r19_c8,25,18,17847.409,1171.36,08,2012,"4,5","38,6",3507.0,4087.0,29402,,"76,1"
tile_r19_c9,38,33,22606.759,243.421,08,2012,"4,5","38,6",3507.0,4087.0,29402,,"76,1"
tile_r1_c0,33,28,4634.919,1858.022,20,2012,"3,8","42,9",10627.0,7361.0,47949,,"64,9"
tile_r1_c1,7,4,9788.692,477.724,20,2012,"3,8","42,9",10627.0,7361.0,47949,,"64,9"
tile_r1_c10,54,49,9192.033,282.916,21,2012,"3,2","42,2",13608.0,11579.0,69295,,"66,2"
tile_r1_c11,123,109,4767.089,174.104,21,2012,"3,2","42,2",13608.0,11579.0,69295,,"66,2"
tile_r1_c12,50,43,5952.281,136.379,21,2012,"3,2","42,2",13608.0,11579.0,69295,,"66,2"
tile_r1_c13,74,69,2696.904,125.001,21,2012,"3,2","42,2",13608.0,11579.0,69295,,"66,2"
tile_r1_c14,81,79,208.66,22.937,21,2012,"3,2","42,2",13608.0,11579.0,69295,,"66,2"
tile_r1_c15,130,123,1029.824,100.126,21,2012,"3,2","42,2",13608.0,11579.0,69295,,"66,2"
tile_r1_c16,125,117,1984.984,154.364,21,2012,"3,2","42,2",13608.0,11579.0,69295,,"66,2"
tile_r1_c17,130,113,5369.682,545.405,21,2012,"3,2","42,2",13608.0,11579.0,69295,,"66,2"
tile_r1_c18,36,33,968.216,24.094,21,2012,"3,2","42,2",13608.0,11579.0,69295,,"66,2"
tile_r1_c19,1,1,0.0,0.0,21,2012,"3,2","42,2",13608.0,11579.0,69295,,"66,2"
tile_r1_c2,6,4,1562.326,444.166,20,2012,"3,8","42,9",10627.0,7361.0,47949,,"64,9"
tile_r1_c20,8,8,0.0,0.0,21,2012,"3,2","42,2",13608.0,11579.0,69295,,"66,2"
tile_r1_c21,18,16,243.93,65.466,23,2012,"2,9","42,4",6037.0,5303.0,30393,,"65,6"
tile_r1_c22,1,1,0.0,0.0,23,2012,"2,9","42,4",6037.0,5303.0,30393,,"65,6"
tile_r1_c23,51,48,693.957,133.763,23,2012,"2,9","42,4",6037.0,5303.0,30393,,"65,6"
tile_r1_c24,109,98,3459.106,222.208,23,2012,"2,9","42,4",6037.0,5303.0,30393,,"65,6"
tile_r1_c25,133,118,3500.987,205.429,23,2012,"2,9","42,4",6037.0,5303.0,30393,,"65,6"
tile_r1_c26,1,1,0.0,0.0,23,2012,"2,9","42,4",6037.0,5303.0,30393,,"65,6"
tile_r1_c3,37,28,7997.405,582.128,21,2012,"3,2","42,2",13608.0,11579.0,69295,,"66,2"
tile_r1_c4,43,37,5709.741,1821.022,21,2012,"3,2","42,2",13608.0,11579.0,69295,,"66,2"
tile_r1_c5,49,46,1854.334,605.819,21,2012,"3,2","42,2",13608.0,11579.0,69295,,"66,2"
tile_r1_c6,63,60,433.444,41.134,21,2012,"3,2","42,2",13608.0,11579.0,69295,,"66,2"
tile_r1_c7,3,2,385.363,87.679,21,2012,"3,2","42,2",13608.0,11579.0,69295,,"66,2"
tile_r1_c8,70,64,1607.537,144.199,21,2012,"3,2","42,2",13608.0,11579.0,69295,,"66,2"
tile_r1_c9,113,107,1168.037,147.904,21,2012,"3,2","42,2",13608.0,11579.0,69295,,"66,2"
tile_r20_c0,31,25,4699.606,350.783,07,2012,"4,2","42,1",10497.0,7326.0,54552,,"69,2"
tile_r20_c1,36,30,8267.0,733.285,07,2012,"4,2","42,1",10497.0,7326.0,54552,,"69,2"
tile_r20_c10,9,6,11300.854,493.809,08,2012,"4,5","38,6",3507.0,4087.0,29402,,"76,1"
tile_r20_c11,13,9,14680.326,1307.86,09,2012,"2,9","41,1",15474.0,12560.0,94257,,"72,1"
tile_r20_c12,32,19,35959.266,451.52,09,2012,"2,9","41,1",15474.0,12560.0,94257,,"72,1"
tile_r20_c13,35,27,27581.83,304.055,09,2012,"2,9","41,1",15474.0,12560.0,94257,,"72,1"
tile_r20_c14,35,25,21762.142,382.705,09,2012,"2,9","41,1",15474.0,12560.0,94257,,"72,1"
tile_r20_c15,75,68,6171.682,112.335,09,2012,"2,9","41,1",15474.0,12560.0,94257,,"72,1"
tile_r20_c16,42,37,7401.676,70.706,09,2012,"2,9","41,1",15474.0,12560.0,94257,,"72,1"
tile_r20_c17,81,67,10519.091,496.904,09,2012,"2,9","41,1",15474.0,12560.0,94257,,"72,1"
tile_r20_c18,25,19,9722.691,423.603,09,2012,"2,9","41,1",15474.0,12560.0,94257,,"72,1"
tile_r20_c19,16,11,9158.287,1102.987,10,2012,"4,7","41,9",9319.0,7461.0,50253,,69
tile_r20_c2,35,26,20788.881,550.619,07,2012,"4,2","42,1",10497.0,7326.0,54552,,"69,2"
tile_r20_c20,21,15,20730.139,729.333,10,2012,"4,7","41,9",9319.0,7461.0,50253,,69
tile_r20_c21,17,11,11635.183,1896.615,10,2012,"4,7","41,9",9319.0,7461.0,50253,,69
tile_r20_c22,19,14,5747.13,295.465,10,2012,"4,7","41,9",9319.0,7461.0,50253,,69
tile_r20_c23,23,18,14159.869,1108.75,10,2012,"4,7","41,9",9319.0,7461.0,50253,,69
tile_r20_c24,16,13,31585.377,714.578,10,2012,"4,7","41,9",9319.0,7461.0,50253,,69
tile_r20_c25,34,30,4433.149,785.968,10,2012,"4,7","41,9",9319.0,7461.0,50253,,69
tile_r20_c26,0,0,0.0,0.0,10,2012,"4,7","41,9",9319.0,7461.0,50253,,69
tile_r20_c3,33,26,28280.991,739.382,07,2012,"4,2","42,1",10497.0,7326.0,54552,,"69,2"
tile_r20_c4,32,25,16185.792,453.317,07,2012,"4,2","42,1",10497.0,7326.0,54552,,"69,2"
tile_r20_c5,17,15,1143.253,66.331,07,2012,"4,2","42,1",10497.0,7326.0,54552,,"69,2"
tile_r20_c6,26,23,4067.335,207.792,07,2012,"4,2","42,1",10497.0,7326.0,54552,,"69,2"
tile_r20_c7,23,18,6553.59,148.151,08,2012,"4,5","38,6",3507.0,4087.0,29402,,"76,1"
tile_r20_c8,30,26,12829.066,265.867,08,2012,"4,5","38,6",3507.0,4087.0,29402,,"76,1"
tile_r20_c9,21,14,25634.02,1015.013,08,2012,"4,5","38,6",3507.0,4087.0,29402,,"76,1"
tile_r21_c0,20,17,2282.982,241.658,06,2012,"4,3","40,2",5636.0,5077.0,39567,,"74,7"
tile_r21_c1,34,28,8485.569,75.934,06,2012,"4,3","40,2",5636.0,5077.0,39567,,"74,7"
tile_r21_c10,12,7,9988.95,1142.481,08,2012,"4,5","38,6",3507.0,4087.0,29402,,"76,1"
tile_r21_c11,29,20,19783.409,1331.536,09,2012,"2,9","41,1",15474.0,12560.0,94257,,"72,1"
tile_r21_c12,25,18,29084.983,547.322,09,2012,"2,9","41,1",15474.0,12560.0,94257,,"72,1"
tile_r21_c13,42,31,11459.99,590.277,09,2012,"2,9","41,1",15474.0,12560.0,94257,,"72,1"
tile_r21_c14,35,28,14140.456,83.996,09,2012,"2,9","41,1",15474.0,12560.0,94257,,"72,1"
tile_r21_c15,42,34,15918.898,111.911,09,2012,"2,9","41,1",15474.0,12560.0,94257,,"72,1"
tile_r21_c16,26,23,11173.15,279.529,09,2012,"2,9","41,1",15474.0,12560.0,94257,,"72,1"
tile_r21_c17,45,38,16761.376,309.857,09,2012,"2,9","41,1",15474.0,12560.0,94257,,"72,1"
tile_r21_c18,18,10,15202.863,431.672,09,2012,"2,9","41,1",15474.0,12560.0,94257,,"72,1"
tile_r21_c19,14,7,18214.528,1723.312,11,2012,"5,2","39,3",11164.0,10949.0,72506,,"71,6"
tile_r21_c2,40,31,9160.415,444.909,06,2012,"4,3","40,2",5636.0,5077.0,39567,,"74,7"
tile_r21_c20,7,4,3012.616,115.772,11,2012,"5,2","39,3",11164.0,10949.0,72506,,"71,6"
tile_r21_c21,3,1,5472.626,832.163,10,2012,"4,7","41,9",9319.0,7461.0,50253,,69
tile_r21_c22,4,4,0.0,0.0,10,2012,"4,7","41,9",9319.0,7461.0,50253,,69
tile_r21_c23,11,7,5917.68,224.144,10,2012,"4,7","41,9",9319.0,7461.0,50253,,69
tile_r21_c24,15,12,2432.521,42.851,10,2012,"4,7","41,9",9319.0,7461.0,50253,,69
tile_r21_c25,44,42,705.9,60.557,10,2012,"4,7","41,9",9319.0,7461.0,50253,,69
tile_r21_c26,0,0,0.0,0.0,10,2012,"4,7","41,9",9319.0,7461.0,50253,,69
tile_r21_c3,43,34,15723.961,650.509,06,2012,"4,3","40,2",5636.0,5077.0,39567,,"74,7"
tile_r21_c4,29,20,18427.191,543.156,06,2012,"4,3","40,2",5636.0,5077.0,39567,,"74,7"
tile_r21_c5,26,22,11907.719,251.934,06,2012,"4,3","40,2",5636.0,5077.0,39567,,"74,7"
tile_r21_c6,32,26,8240.045,205.241,08,2012,"4,5","38,6",3507.0,4087.0,29402,,"76,1"
tile_r21_c7,39,32,15164.339,601.421,08,2012,"4,5","38,6",3507.0,4087.0,29402,,"76,1"
tile_r21_c8,39,35,14109.992,351.837,08,2012,"4,5","38,6",3507.0,4087.0,29402,,"76,1"
tile_r21_c9,42,36,8765.087,462.4,08,2012,"4,5","38,6",3507.0,4087.0,29402,,"76,1"
tile_r22_c0,24,22,3739.344,378.643,06,2012,"4,3","40,2",5636.0,5077.0,39567,,"74,7"
tile_r22_c1,24,21,2738.493,235.672,06,2012,"4,3","40,2",5636.0,5077.0,39567,,"74,7"
tile_r22_c10,14,8,8565.156,1416.68,08,2012,"4,5","38,6",3507.0,4087.0,29402,,"76,1"
tile_r22_c11,21,8,22294.449,1749.358,03,2012,"2,6","38,4",6034.0,4443.0,50877,,"80,5"
tile_r22_c12,46,35,27736.731,613.701,09,2012,"2,9","41,1",15474.0,12560.0,94257,,"72,1"
tile_r22_c13,42,33,16816.451,695.41,09,2012,"2,9","41,1",15474.0,12560.0,94257,,"72,1"
tile_r22_c14,30,24,11325.643,166.614,09,2012,"2,9","41,1",15474.0,12560.0,94257,,"72,1"
tile_r22_c15,40,32,12420.185,858.646,09,2012,"2,9","41,1",15474.0,12560.0,94257,,"72,1"
tile_r22_c16,36,29,11243.75,167.847,09,2012,"2,9","41,1",15474.0,12560.0,94257,,"72,1"
tile_r22_c17,22,20,6350.15,571.425,09,2012,"2,9","41,1",15474.0,12560.0,94257,,"72,1"
tile_r22_c18,17,12,5074.83,258.029,09,2012,"2,9","41,1",15474.0,12560.0,94257,,"72,1"
tile_r22_c19,12,10,5438.021,276.035,09,2012,"2,9","41,1",15474.0,12560.0,94257,,"72,1"
tile_r22_c2,35,26,20104.854,261.591,06,2012,"4,3","40,2",5636.0,5077.0,39567,,"74,7"
tile_r22_c20,3,3,0.0,0.0,11,2012,"5,2","39,3",11164.0,10949.0,72506,,"71,6"
tile_r22_c21,3,2,550.268,63.664,11,2012,"5,2","39,3",11164.0,10949.0,72506,,"71,6"
tile_r22_c22,9,6,2589.745,320.387,11,2012,"5,2","39,3",11164.0,10949.0,72506,,"71,6"
tile_r22_c23,11,8,6119.267,1658.046,11,2012,"5,2","39,3",11164.0,10949.0,72506,,"71,6"
tile_r22_c24,2,1,102.356,3.818,11,2012,"5,2","39,3",11164.0,10949.0,72506,,"71,6"
tile_r22_c25,6,5,3417.152,300.557,11,2012,"5,2","39,3",11164.0,10949.0,72506,,"71,6"
tile_r22_c26,1,1,0.0,0.0,11,2012,"5,2","39,3",11164.0,10949.0,72506,,"71,6"
tile_r22_c3,47,37,28161.68,693.136,06,2012,"4,3","40,2",5636.0,5077.0,39567,,"74,7"
tile_r22_c4,50,42,11975.622,260.573,06,2012,"4,3","40,2",5636.0,5077.0,39567,,"74,7"
tile_r22_c5,37,25,7409.136,276.491,06,2012,"4,3","40,2",5636.0,5077.0,39567,,"74,7"
tile_r22_c6,42,32,8205.058,180.693,08,2012,"4,5","38,6",3507.0,4087.0,29402,,"76,1"
tile_r22_c7,23,15,17148.986,1074.442,08,2012,"4,5","38,6",3507.0,4087.0,29402,,"76,1"
tile_r22_c8,79,72,4442.887,148.026,08,2012,"4,5","38,6",3507.0,4087.0,29402,,"76,1"
tile_r22_c9,34,27,25627.369,742.901,08,2012,"4,5","38,6",3507.0,4087.0,29402,,"76,1"
tile_r23_c0,37,30,10615.822,1166.493,06,2012,"4,3","40,2",5636.0,5077.0,39567,,"74,7"
tile_r23_c1,31,24,17761.764,273.748,06,2012,"4,3","40,2",5636.0,5077.0,39567,,"74,7"
tile_r23_c10,18,10,26817.368,1613.868,08,2012,"4,5","38,6",3507.0,4087.0,29402,,"76,1"
tile_r23_c11,16,11,30408.526,1624.217,03,2012,"2,6","38,4",6034.0,4443.0,50877,,"80,5"
tile_r23_c12,38,29,23882.316,1044.088,03,2012,"2,6","38,4",6034.0,4443.0,50877,,"80,5"
tile_r23_c13,52,37,14647.032,680.867,09,2012,"2,9","41,1",15474.0,12560.0,94257,,"72,1"
tile_r23_c14,77,73,8527.434,458.961,09,2012,"2,9","41,1",15474.0,12560.0,94257,,"72,1"
tile_r23_c15,49,44,7755.364,384.255,09,2012,"2,9","41,1",15474.0,12560.0,94257,,"72,1"
tile_r23_c16,28,23,14455.887,262.329,09,2012,"2,9","41,1",15474.0,12560.0,94257,,"72,1"
tile_r23_c17,30,23,7203.77,416.334,09,2012,"2,9","41,1",15474.0,12560.0,94257,,"72,1"
tile_r23_c18,21,19,972.228,35.557,09,2012,"2,9","41,1",15474.0,12560.0,94257,,"72,1"
tile_r23_c19,17,17,0.0,0.0,09,2012,"2,9","41,1",15474.0,12560.0,94257,,"72,1"
tile_r23_c2,37,29,15044.034,259.994,06,2012,"4,3","40,2",5636.0,5077.0,39567,,"74,7"
tile_r23_c20,6,5,1356.661,169.251,11,2012,"5,2","39,3",11164.0,10949.0,72506,,"71,6"
tile_r23_c21,7,6,1015.648,1.061,11,2012,"5,2","39,3",11164.0,10949.0,72506,,"71,6"
tile_r23_c22,4,3,937.292,4.668,11,2012,"5,2","39,3",11164.0,10949.0,72506,,"71,6"
tile_r23_c23,25,14,14694.922,299.037,11,2012,"5,2","39,3",11164.0,10949.0,72506,,"71,6"
tile_r23_c24,25,20,5121.636,213.09,11,2012,"5,2","39,3",11164.0,10949.0,72506,,"71,6"
tile_r23_c25,10,8,30356.635,696.237,11,2012,"5,2","39,3",11164.0,10949.0,72506,,"71,6"
tile_r23_c26,0,0,0.0,0.0,11,2012,"5,2","39,3",11164.0,10949.0,72506,,"71,6"
tile_r23_c3,31,18,33754.364,563.954,06,2012,"4,3","40,2",5636.0,5077.0,39567,,"74,7"
tile_r23_c4,29,23,13137.145,447.579,06,2012,"4,3","40,2",5636.0,5077.0,39567,,"74,7"
tile_r23_c5,16,13,8463.38,6.378,02,2012,"3,2","38,9",5509.0,5267.0,49657,,"79,5"
tile_r23_c6,6,5,959.874,67.279,02,2012,"3,2","38,9",5509.0,5267.0,49657,,"79,5"
tile_r23_c7,7,6,469.108,11.159,02,2012,"3,2","38,9",5509.0,5267.0,49657,,"79,5"
tile_r23_c8,27,20,6921.936,349.177,08,2012,"4,5","38,6",3507.0,4087.0,29402,,"76,1"
tile_r23_c9,23,18,33625.652,1005.882,08,2012,"4,5","38,6",3507.0,4087.0,29402,,"76,1"
tile_r24_c0,35,30,11233.239,1175.392,06,2012,"4,3","40,2",5636.0,5077.0,39567,,"74,7"
tile_r24_c1,15,11,19627.129,10838.952,06,2012,"4,3","40,2",5636.0,5077.0,39567,,"74,7"
tile_r24_c10,15,7,14168.222,705.306,02,2012,"3,2","38,9",5509.0,5267.0,49657,,"79,5"
tile_r24_c11,21,16,17751.905,413.864,03,2012,"2,6","38,4",6034.0,4443.0,50877,,"80,5"
tile_r24_c12,34,25,28996.074,1580.995,03,2012,"2,6","38,4",6034.0,4443.0,50877,,"80,5"
tile_r24_c13,46,33,28699.696,1234.294,03,2012,"2,6","38,4",6034.0,4443.0,50877,,"80,5"
tile_r24_c14,39,35,8408.489,346.394,09,2012,"2,9","41,1",15474.0,12560.0,94257,,"72,1"
tile_r24_c15,30,25,6502.879,325.004,09,2012,"2,9","41,1",15474.0,12560.0,94257,,"72,1"
tile_r24_c16,35,25,10415.567,206.491,04,2012,"2,5","41,1",10953.0,7441.0,64770,,73
tile_r24_c17,10,9,48.831,5.202,09,2012,"2,9","41,1",15474.0,12560.0,94257,,"72,1"
tile_r24_c18,5,4,5546.072,407.907,09,2012,"2,9","41,1",15474.0,12560.0,94257,,"72,1"
tile_r24_c19,1,1,0.0,0.0,11,2012,"5,2","39,3",11164.0,10949.0,72506,,"71,6"
tile_r24_c2,22,16,12915.435,3655.951,06,2012,"4,3","40,2",5636.0,5077.0,39567,,"74,7"
tile_r24_c20,3,3,0.0,0.0,11,2012,"5,2","39,3",11164.0,10949.0,72506,,"71,6"
tile_r24_c21,10,7,1728.188,152.469,11,2012,"5,2","39,3",11164.0,10949.0,72506,,"71,6"
tile_r24_c22,6,6,0.0,0.0,11,2012,"5,2","39,3",11164.0,10949.0,72506,,"71,6"
tile_r24_c23,37,33,28467.723,847.135,11,2012,"5,2","39,3",11164.0,10949.0,72506,,"71,6"
tile_r24_c24,37,34,4581.287,143.191,11,2012,"5,2","39,3",11164.0,10949.0,72506,,"71,6"
tile_r24_c25,20,14,18919.978,499.828,11,2012,"5,2","39,3",11164.0,10949.0,72506,,"71,6"
tile_r24_c26,2,1,558.77,1.228,11,2012,"5,2","39,3",11164.0,10949.0,72506,,"71,6"
tile_r24_c3,15,12,5466.262,23.924,06,2012,"4,3","40,2",5636.0,5077.0,39567,,"74,7"
tile_r24_c4,28,21,25113.683,660.305,02,2012,"3,2","38,9",5509.0,5267.0,49657,,"79,5"
tile_r24_c5,43,38,8301.797,102.899,02,2012,"3,2","38,9",5509.0,5267.0,49657,,"79,5"
tile_r24_c6,26,24,1203.729,57.395,02,2012,"3,2","38,9",5509.0,5267.0,49657,,"79,5"
tile_r24_c7,21,18,841.061,40.385,02,2012,"3,2","38,9",5509.0,5267.0,49657,,"79,5"
tile_r24_c8,33,26,11435.238,153.869,02,2012,"3,2","38,9",5509.0,5267.0,49657,,"79,5"
tile_r24_c9,28,24,27109.752,481.314,02,2012,"3,2","38,9",5509.0,5267.0,49657,,"79,5"
tile_r25_c0,6,4,3582.85,110.828,06,2012,"4,3","40,2",5636.0,5077.0,39567,,"74,7"
tile_r25_c1,13,11,11905.632,777.637,06,2012,"4,3","40,2",5636.0,5077.0,39567,,"74,7"
tile_r25_c10,12,7,49092.608,1466.417,02,2012,"3,2","38,9",5509.0,5267.0,49657,,"79,5"
tile_r25_c11,18,9,59383.684,2751.507,03,2012,"2,6","38,4",6034.0,4443.0,50877,,"80,5"
tile_r25_c12,32,26,32627.708,1590.969,03,2012,"2,6","38,4",6034.0,4443.0,50877,,"80,5"
tile_r25_c13,27,21,27539.529,421.839,03,2012,"2,6","38,4",6034.0,4443.0,50877,,"80,5"
tile_r25_c14,38,32,14631.536,3456.885,03,2012,"2,6","38,4",6034.0,4443.0,50877,,"80,5"
tile_r25_c15,28,24,7053.182,155.228,04,2012,"2,5","41,1",10953.0,7441.0,64770,,73
tile_r25_c16,44,36,12251.159,596.541,04,2012,"2,5","41,1",10953.0,7441.0,64770,,73
tile_r25_c17,17,14,3399.001,149.782,04,2012,"2,5","41,1",10953.0,7441.0,64770,,73
tile_r25_c18,40,27,9850.716,2257.793,04,2012,"2,5","41,1",10953.0,7441.0,64770,,73
tile_r25_c19,68,64,9987.055,1439.769,11,2012,"5,2","39,3",11164.0,10949.0,72506,,"71,6"
tile_r25_c2,20,14,11803.664,2779.958,06,2012,"4,3","40,2",5636.0,5077.0,39567,,"74,7"
tile_r25_c20,4,4,0.0,0.0,11,2012,"5,2","39,3",11164.0,10949.0,72506,,"71,6"
tile_r25_c21,7,6,8643.981,281.809,11,2012,"5,2","39,3",11164.0,10949.0,72506,,"71,6"
tile_r25_c22,9,6,37341.463,8472.495,11,2012,"5,2","39,3",11164.0,10949.0,72506,,"71,6"
tile_r25_c23,18,9,57469.428,887.465,11,2012,"5,2","39,3",11164.0,10949.0,72506,,"71,6"
tile_r25_c24,50,43,22523.121,186.148,11,2012,"5,2","39,3",11164.0,10949.0,72506,,"71,6"
tile_r25_c25,33,26,12395.956,356.561,11,2012,"5,2","39,3",11164.0,10949.0,72506,,"71,6"
tile_r25_c26,0,0,0.0,0.0,11,2012,"5,2","39,3",11164.0,10949.0,72506,,"71,6"
tile_r25_c3,21,15,5937.229,694.423,02,2012,"3,2","38,9",5509.0,5267.0,49657,,"79,5"
tile_r25_c4,34,32,1432.278,25.196,02,2012,"3,2","38,9",5509.0,5267.0,49657,,"79,5"
tile_r25_c5,29,23,30786.156,244.809,02,2012,"3,2","38,9",5509.0,5267.0,49657,,"79,5"
tile_r25_c6,45,39,18082.285,406.126,02,2012,"3,2","38,9",5509.0,5267.0,49657,,"79,5"
tile_r25_c7,61,55,8047.845,231.579,02,2012,"3,2","38,9",5509.0,5267.0,49657,,"79,5"
tile_r25_c8,27,20,23072.026,429.62,02,2012,"3,2","38,9",5509.0,5267.0,49657,,"79,5"
tile_r25_c9,19,13,44448.978,630.811,02,2012,"3,2","38,9",5509.0,5267.0,49657,,"79,5"
tile_r26_c0,0,0,0.0,0.0,06,2012,"4,3","40,2",5636.0,5077.0,39567,,"74,7"
tile_r26_c1,1,1,0.0,0.0,18,2012,"3,8",43,10090.0,6675.0,51180,,"69,1"
tile_r26_c10,19,9,40654.309,561.576,03,2012,"2,6","38,4",6034.0,4443.0,50877,,"80,5"
tile_r26_c11,30,23,34416.394,765.796,03,2012,"2,6","38,4",6034.0,4443.0,50877,,"80,5"
tile_r26_c12,19,12,51099.807,850.569,03,2012,"2,6","38,4",6034.0,4443.0,50877,,"80,5"
tile_r26_c13,42,28,44947.803,804.907,03,2012,"2,6","38,4",6034.0,4443.0,50877,,"80,5"
tile_r26_c14,49,42,15086.859,267.491,03,2012,"2,6","38,4",6034.0,4443.0,50877,,"80,5"
tile_r26_c15,48,41,11392.795,131.98,03,2012,"2,6","38,4",6034.0,4443.0,50877,,"80,5"
tile_r26_c16,40,35,8454.133,419.246,04,2012,"2,5","41,1",10953.0,7441.0,64770,,73
tile_r26_c17,43,31,22161.92,361.021,04,2012,"2,5","41,1",10953.0,7441.0,64770,,73
tile_r26_c18,33,22,17952.641,1390.535,04,2012,"2,5","41,1",10953.0,7441.0,64770,,73
tile_r26_c19,50,45,13380.197,853.488,11,2012,"5,2","39,3",11164.0,10949.0,72506,,"71,6"
tile_r26_c2,4,4,0.0,0.0,06,2012,"4,3","40,2",5636.0,5077.0,39567,,"74,7"
tile_r26_c20,36,27,8544.567,343.603,04,2012,"2,5","41,1",10953.0,7441.0,64770,,73
tile_r26_c21,24,20,7284.905,70.028,04,2012,"2,5","41,1",10953.0,7441.0,64770,,73
tile_r26_c22,10,7,67096.529,4239.621,11,2012,"5,2","39,3",11164.0,10949.0,72506,,"71,6"
tile_r26_c23,7,4,70443.972,2183.202,11,2012,"5,2","39,3",11164.0,10949.0,72506,,"71,6"
tile_r26_c24,82,77,10533.96,2029.403,11,2012,"5,2","39,3",11164.0,10949.0,72506,,"71,6"
