iter	Passed	Remaining
301	1681	3886
302	1690	3889
303	1698	3889
304	1708	3892
305	1720	3902
306	1729	3904
307	1738	3905
308	1745	3903
309	1753	3903
310	1761	3903
311	1769	3901
312	1777	3900
313	1783	3896
314	1797	3909
315	1805	3908
316	1812	3905
317	1816	3895
318	1824	3893
319	1829	3887
320	1834	3880
321	1840	3874
322	1846	3869
323	1852	3865
324	1864	3871
325	1872	3870
326	1881	3871
327	1892	3876
328	1901	3878
329	1908	3873
330	1922	3885
331	1929	3881
332	1938	3883
333	1947	3884
334	1956	3884
335	1963	3880
336	1972	3881
337	1981	3881
338	1992	3885
339	2001	3885
340	2010	3884
341	2018	3884
342	2026	3882
343	2036	3882
344	2044	3881
345	2052	3879
346	2059	3874
347	2065	3870
348	2072	3866
349	2079	3862
350	2088	3860
351	2097	3861
352	2107	3863
353	2117	3863
354	2125	3861
355	2134	3861
356	2141	3857
357	2150	3855
358	2158	3854
359	2165	3849
360	2173	3846
361	2178	3839
362	2189	3841
363	2199	3842
364	2208	3843
365	2218	3842
366	2228	3844
367	2239	3845
368	2249	3846
369	2257	3844
370	2271	3850
371	2281	3851
372	2290	3851
373	2300	3850
374	2308	3847
375	2318	3848
376	2328	3847
377	2337	3846
378	2348	3848
379	2357	3846
380	2365	3843
381	2374	3841
382	2382	3838
383	2395	3842
384	2402	3837
385	2412	3837
386	2420	3834
387	2431	3834
388	2438	3830
389	2449	3830
390	2463	3836
391	2473	3837
392	2480	3831
393	2490	3830
394	2499	3828
395	2508	3826
396	2517	3823
397	2525	3819
398	2533	3816
399	2547	3820
400	2553	3813
401	2560	3808
402	2565	3801
403	2571	3794
404	2579	3789
405	2586	3784
406	2593	3779
407	2600	3773
408	2607	3767
409	2614	3762
410	2618	3751
411	2628	3751
412	2638	3750
413	2648	3748
414	2656	3744
415	2666	3743
416	2676	3741
417	2686	3740
418	2696	3738
419	2705	3735
420	2716	3735
421	2725	3732
422	2735	3730
423	2743	3727
424	2752	3723
425	2765	3726
426	2773	3721
427	2781	3717
428	2791	3715
429	2800	3712
430	2807	3706
431	2814	3700
432	2820	3693
433	2826	3685
434	2832	3678
435	2838	3671
436	2844	3664
437	2851	3658
438	2857	3651
439	2866	3647
440	2875	3645
441	2883	3640
442	2892	3636
443	2899	3630
444	2908	3626
445	2916	3622
446	2926	3620
447	2935	3617
448	2943	3611
449	2948	3603
450	2954	3596
451	2960	3589
452	2967	3582
453	2972	3575
454	2980	3569
455	2986	3563
456	2992	3555
457	2999	3549
458	3005	3542
459	3012	3536
460	3019	3530
461	3024	3522
462	3032	3516
463	3039	3510
464	3046	3504
465	3049	3493
466	3057	3490
467	3062	3481
468	3070	3476
469	3076	3469
470	3082	3461
471	3086	3452
472	3095	3448
473	3100	3441
474	3107	3434
475	3113	3427
476	3119	3419
477	3124	3412
478	3130	3405
479	3138	3399
480	3145	3393
481	3154	3390
482	3157	3379
483	3165	3375
484	3172	3368
485	3178	3361
486	3184	3354
487	3190	3347
488	3195	3339
489	3199	3330
490	3203	3320
491	3206	3310
492	3209	3300
493	3212	3290
494	3215	3280
495	3218	3270
496	3222	3261
497	3225	3251
498	3228	3241
499	3232	3232
500	3235	3222
501	3238	3213
502	3241	3203
503	3245	3193
504	3248	3184
505	3251	3174
506	3254	3164
507	3258	3155
508	3266	3150
509	3273	3144
510	3278	3137
511	3285	3131
512	3290	3123
513	3293	3113
514	3296	3104
515	3299	3094
516	3302	3085
517	3305	3076
518	3309	3066
519	3312	3057
520	3315	3048
521	3318	3038
522	3322	3029
523	3324	3020
524	3328	3011
525	3332	3002
526	3335	2993
527	3338	2984
528	3341	2975
529	3344	2966
530	3348	2957
531	3350	2947
532	3354	2939
533	3357	2929
534	3360	2920
535	3363	2911
536	3367	2903
537	3370	2893
538	3374	2886
539	3378	2877
540	3386	2872
541	3391	2865
542	3394	2856
543	3397	2848
544	3400	2838
545	3404	2830
546	3407	2821
547	3410	2813
548	3414	2804
549	3417	2796
550	3421	2788
551	3428	2782
552	3434	2776
553	3440	2769
554	3448	2764
555	3453	2758
556	3461	2752
557	3467	2746
558	3475	2742
559	3482	2736
560	3488	2730
561	3494	2723
562	3499	2716
563	3503	2708
564	3507	2700
565	3511	2692
566	3514	2684
567	3518	2675
568	3524	2669
569	3528	2661
570	3533	2654
571	3537	2646
572	3541	2638
573	3545	2631
574	3548	2623
575	3552	2614
576	3557	2607
577	3560	2599
578	3564	2591
579	3568	2583
580	3574	2577
581	3577	2569
582	3581	2561
583	3584	2553
584	3589	2546
585	3593	2538
586	3597	2530
587	3600	2522
588	3603	2514
589	3608	2507
590	3615	2502
591	3622	2496
592	3629	2490
593	3636	2485
594	3643	2479
595	3649	2473
596	3654	2466
597	3662	2461
598	3669	2456
599	3675	2450
600	3678	2442
601	3686	2437
602	3693	2431
603	3703	2427
604	3711	2423
605	3722	2420
606	3729	2414
607	3734	2407
608	3740	2401
609	3747	2395
610	3752	2389
611	3758	2382
612	3763	2376
613	3770	2370
614	3774	2362
615	3782	2357
616	3787	2351
617	3793	2344
618	3798	2338
619	3804	2331
620	3810	2325
621	3817	2320
622	3824	2314
623	3830	2308
624	3836	2301
625	3842	2295
626	3846	2288
627	3852	2282
628	3857	2275
629	3863	2269
630	3869	2262
631	3876	2257
632	3883	2251
633	3889	2245
634	3896	2239
635	3902	2233
636	3907	2226
637	3913	2220
638	3919	2214
639	3924	2207
640	3929	2200
641	3936	2195
642	3942	2188
643	3947	2182
644	3953	2175
645	3960	2170
646	3965	2163
647	3972	2157
648	3978	2151
649	3983	2145
650	3990	2139
651	3996	2132
652	4001	2126
653	4007	2120
654	4013	2113
655	4018	2107
656	4023	2100
657	4030	2094
658	4034	2087
659	4042	2082
660	4046	2075
661	4052	2069
662	4057	2062
663	4065	2057
664	4070	2050
665	4075	2044
666	4081	2037
667	4085	2030
668	4093	2025
669	4102	2020
670	4107	2013
671	4113	2007
672	4120	2001
673	4125	1995
674	4132	1989
675	4140	1984
676	4145	1978
677	4151	1971
678	4154	1963
679	4162	1959
680	4168	1952
681	4178	1948
682	4183	1941
683	4189	1935
684	4195	1929
685	4200	1922
686	4207	1916
687	4212	1910
688	4218	1904
689	4222	1897
690	4231	1892
691	4236	1885
692	4242	1879
693	4247	1872
694	4253	1866
695	4259	1860
696	4265	1854
697	4270	1847
698	4276	1841
699	4288	1837
700	4294	1831
701	4297	1824
702	4306	1819
703	4309	1811
704	4315	1805
705	4321	1799
706	4326	1793
707	4333	1787
708	4339	1781
709	4346	1775
710	4351	1768
711	4357	1762
712	4364	1756
713	4371	1750
714	4373	1743
715	4380	1737
716	4386	1731
717	4392	1725
718	4398	1719
719	4405	1713
720	4411	1707
721	4417	1700
722	4422	1694
723	4429	1688
724	4435	1682
725	4441	1676
726	4446	1669
727	4452	1663
728	4459	1657
729	4465	1651
730	4468	1644
731	4477	1639
732	4485	1633
733	4488	1626
734	4494	1620
735	4500	1614
736	4506	1607
737	4512	1602
738	4518	1595
739	4524	1589
740	4530	1583
741	4540	1578
742	4546	1572
743	4549	1565
744	4555	1559
745	4560	1552
746	4567	1546
747	4574	1541
748	4580	1534
749	4586	1528
750	4592	1522
751	4598	1516
752	4604	1510
753	4610	1504
754	4616	1497
755	4622	1491
756	4634	1487
757	4640	1481
758	4646	1475
759	4652	1469
760	4660	1463
761	4666	1457
762	4672	1451
763	4677	1445
764	4683	1438
765	4690	1432
766	4697	1426
767	4700	1419
768	4705	1413
769	4711	1407
770	4717	1401
771	4724	1395
772	4730	1389
773	4736	1383
774	4743	1377
775	4749	1371
776	4756	1364
777	4759	1357
778	4765	1351
779	4771	1345
780	4775	1339
781	4785	1334
782	4792	1328
783	4798	1322
784	4803	1315
785	4811	1309
786	4818	1304
787	4824	1297
788	4830	1291
789	4837	1285
790	4840	1279
791	4849	1273
792	4856	1267
793	4859	1260
794	4864	1254
795	4870	1248
796	4876	1242
797	4883	1236
798	4889	1229
799	4894	1223
800	4901	1217
801	4903	1210
802	4909	1204
803	4916	1198
804	4922	1192
805	4928	1186
806	4935	1180
807	4938	1173
808	4947	1168
809	4950	1161
810	4956	1155
811	4963	1149
812	4975	1144
813	4982	1138
814	4985	1131
815	4992	1125
816	4998	1119
817	5004	1113
818	5010	1107
819	5016	1101
820	5019	1094
821	5024	1088
822	5031	1082
823	5037	1075
824	5043	1069
825	5049	1063
826	5055	1057
827	5061	1051
828	5067	1045
829	5073	1039
830	5076	1032
831	5081	1026
832	5087	1019
833	5093	1013
834	5099	1007
835	5105	1001
836	5111	995
837	5117	989
838	5123	983
839	5134	977
840	5140	971
841	5145	965
842	5152	959
843	5157	953
844	5165	947
845	5172	941
846	5178	935
847	5184	929
848	5190	923
849	5196	917
850	5202	910
851	5207	904
852	5215	898
853	5221	892
854	5227	886
855	5233	880
856	5239	874
857	5244	867
858	5254	862
859	5261	856
860	5267	850
861	5273	844
862	5280	838
863	5287	832
864	5294	826
865	5300	820
866	5306	814
867	5312	807
868	5319	801
869	5326	795
870	5333	789
871	5338	783
872	5344	777
873	5351	771
874	5353	764
875	5359	758
876	5366	752
877	5372	746
878	5378	740
879	5381	733
880	5387	727
881	5393	721
882	5399	715
883	5408	709
884	5415	703
885	5421	697
886	5427	691
887	5431	685
888	5437	678
889	5444	672
890	5450	666
891	5457	660
892	5463	654
893	5472	648
894	5480	642
895	5483	636
896	5490	630
897	5494	624
898	5500	617
899	5507	611
900	5514	605
901	5520	599
902	5528	593
903	5534	587
904	5541	581
905	5548	575
906	5555	569
907	5561	563
908	5568	557
909	5574	551
910	5581	545
911	5587	539
912	5594	533
913	5601	527
914	5612	521
915	5619	515
916	5626	509
917	5634	503
918	5637	496
919	5645	490
920	5653	484
921	5663	479
922	5670	473
923	5676	466
924	5684	460
925	5691	454
926	5697	448
927	5703	442
928	5710	436
929	5717	430
930	5723	424
931	5727	417
932	5737	412
933	5743	405
934	5750	399
935	5758	393
936	5766	387
937	5776	381
938	5782	375
939	5789	369
940	5795	363
941	5803	357
942	5809	351
943	5816	345
944	5823	338
945	5831	332
946	5840	326
947	5849	320
948	5856	314
949	5863	308
950	5869	302
951	5877	296
952	5883	290
953	5890	284
954	5897	277
955	5901	271
956	5905	265
957	5912	259
958	5920	253
959	5927	246
960	5933	240
961	5942	234
962	5949	228
963	5956	222
964	5966	216
965	5975	210
966	5983	204
967	5990	198
968	5997	191
969	6007	185
970	6010	179
971	6016	173
972	6023	167
973	6029	160
974	6036	154
975	6042	148
976	6049	142
977	6054	136
978	6062	130
979	6068	123
980	6077	117
981	6081	111
982	6088	105
983	6095	99
984	6102	92
985	6108	86
986	6115	80
987	6123	74
988	6129	68
989	6136	61
990	6143	55
991	6149	49
992	6156	43
993	6166	37
994	6174	31
995	6183	24
996	6192	18
997	6199	12
998	6205	6
999	6211	0
