iter	RMSE
745	0.3634473179
746	0.3633873017
747	0.3633154337
748	0.3632742081
749	0.3632126475
750	0.3631078848
751	0.3630800298
752	0.3630573396
753	0.3630316844
754	0.3630005039
755	0.3629579438
756	0.3629110451
757	0.3628038623
758	0.3627752271
759	0.362714357
760	0.3626099832
761	0.3625182226
762	0.3624452235
763	0.3623432288
764	0.3622808188
765	0.362279844
766	0.3622143578
767	0.3621469019
768	0.3620710141
769	0.3620077918
770	0.3619018731
771	0.3618144772
772	0.3617554433
773	0.3615846138
774	0.3615343902
775	0.3614076619
776	0.3613494158
777	0.3612837783
778	0.3612137643
779	0.3611402291
780	0.3610840334
781	0.3609933041
782	0.3609658365
783	0.3609074207
784	0.3608397735
785	0.360808224
786	0.3607485787
787	0.3607090298
788	0.3606371471
789	0.3605184725
790	0.3605175041
791	0.3604353111
792	0.3603808301
793	0.3603110039
794	0.3602580195
795	0.3601833712
796	0.3601014013
797	0.3599906736
798	0.3599646334
799	0.3598827017
800	0.3598283908
801	0.3597651405
802	0.3596955726
803	0.3596365445
804	0.3595769632
805	0.3595083599
806	0.3594464692
807	0.3593627486
808	0.359361825
809	0.3593175064
810	0.3591711651
811	0.3591044459
812	0.359043121
813	0.3590422225
814	0.3589745528
815	0.3589025795
816	0.3588696175
817	0.3587625004
818	0.3587133858
819	0.3586580854
820	0.3585897161
821	0.3585888325
822	0.3585031543
823	0.3584197683
824	0.3583365997
825	0.358247434
826	0.3581691399
827	0.3581683342
828	0.3581059071
829	0.3581050648
830	0.3580165634
831	0.3580157992
832	0.3579387013
833	0.3578828147
834	0.357828102
835	0.3577639855
836	0.357686005
837	0.3576351335
838	0.3575734407
839	0.3575165467
840	0.357454143
841	0.3573762589
842	0.3572967408
843	0.3572673342
844	0.3572364921
845	0.357183695
846	0.357097096
847	0.3570245377
848	0.3569535421
849	0.3569157471
850	0.3568236925
851	0.3567239017
852	0.3566429357
853	0.356603841
854	0.3565206358
855	0.3564287734
856	0.3563604011
857	0.3563596097
858	0.3563069816
859	0.3562538281
860	0.356230408
861	0.3561973922
862	0.356169681
863	0.3560592039
864	0.3559909765
865	0.3559255819
866	0.3558479912
867	0.3557884609
868	0.3557653245
869	0.3557047263
870	0.3556219507
871	0.355536149
872	0.35548923
873	0.3554022907
874	0.3553553608
875	0.3552661557
876	0.3552057618
877	0.3552049975
878	0.355127391
879	0.3550371712
880	0.3549568941
881	0.35486218
882	0.3547756204
883	0.354727644
884	0.3546427296
885	0.354580825
886	0.3544805351
887	0.354446436
888	0.3543913095
889	0.3543054866
890	0.3542643955
891	0.3541903735
892	0.3541468479
893	0.3540686717
894	0.3539946226
895	0.3539137012
896	0.3538692075
897	0.3537986742
898	0.3537506042
899	0.3536897199
900	0.3536889644
901	0.3536491605
902	0.3536083257
903	0.3535633351
904	0.3532952051
905	0.353245037
906	0.3531869361
907	0.353115752
908	0.3530285671
909	0.3529425559
910	0.3528580643
911	0.3528573461
912	0.3528073422
913	0.3527570176
914	0.3526197322
915	0.3525742923
916	0.3525341281
917	0.352499424
918	0.3524343053
919	0.3522732315
920	0.3522142496
921	0.3521685887
922	0.3520534388
923	0.3520076734
924	0.3519300827
925	0.3518333532
926	0.3517574191
927	0.3517566896
928	0.3517066664
929	0.3516429645
930	0.3516422522
931	0.3515813902
932	0.3515345972
933	0.351488246
934	0.3514388648
935	0.3514080271
936	0.3513623638
937	0.3513028045
938	0.3512861246
939	0.3512096664
940	0.3510774438
941	0.3510590518
942	0.3509777288
943	0.3509391759
944	0.3508727124
945	0.3508126119
946	0.3507451063
947	0.3507077378
948	0.3506064977
949	0.3505626097
950	0.3505129164
951	0.3504731958
952	0.3504197229
953	0.3504004332
954	0.3503595519
955	0.350317561
956	0.3502474532
957	0.3502006552
958	0.3501377892
959	0.350109825
960	0.3500678697
961	0.3500367953
962	0.3499877749
963	0.3499131389
964	0.3498956593
965	0.3498538929
966	0.3498159808
967	0.3497346988
968	0.3496919595
969	0.3496235607
970	0.3496232243
971	0.3495893512
972	0.3495231021
973	0.3491638694
974	0.3490930499
975	0.3490420778
976	0.3490276652
977	0.3489606456
978	0.3489360263
979	0.3488817648
980	0.3488400573
981	0.3488215046
982	0.3487747154
983	0.3487268575
984	0.3486766744
985	0.3486196777
986	0.348565571
987	0.3485183312
988	0.3484802421
989	0.3484024786
990	0.3483808644
991	0.3483483486
992	0.3482733666
993	0.3482726703
994	0.3482363258
995	0.3481417774
996	0.3480902343
997	0.3480209203
998	0.3479504668
999	0.3479100833
