year,tile,total_rooftops,rooftops_without_solar,square_meters_with_solar_m2,panel_area_m2,tile_centroid_lat,tile_centroid_lon,district_number,Unemployment_Rate,Average_Age,Elderly_Population,Young_Population,Total_Population,employed,tile_encoded,panel_area_lag1,pv_price,ev_count_164m,ev_points_164m
2003,tile_r0_c0,7,6,181.557,14.89,48.111706,11.444507,20,4.6,42.6,8329.0,6922.0,42823,67.3,0,,5000.0,0,0
2004,tile_r0_c0,7,6,121.03799999999998,9.926666666666666,48.111706,11.444507,20,4.966666666666667,42.6,8721.0,7029.0,43546,66.73333333333333,0,14.89,5146.666666666667,0,0
2005,tile_r0_c0,7,7,60.51899999999999,4.963333333333333,48.111706,11.444507,20,5.333333333333333,42.6,9113.0,7136.0,44270,66.16666666666666,0,9.926666666666666,5293.333333333333,0,0
2006,tile_r0_c0,7,7,0.0,0.0,48.111706,11.444507,20,5.7,42.6,9505.0,7243.0,44993,65.6,0,4.963333333333333,5440.0,0,0
2007,tile_r0_c0,7,7,52.86333333333334,0.38999999999999996,48.111706,11.444507,20,5.333333333333333,42.63333333333333,9765.333333333334,7242.0,45492,65.36666666666666,0,0.0,4893.333333333333,0,0
2008,tile_r0_c0,7,6,105.72666666666667,0.7799999999999999,48.111706,11.444507,20,4.966666666666667,42.66666666666667,10025.666666666666,7241.0,45991,65.13333333333334,0,0.38999999999999996,4346.666666666667,0,0
2009,tile_r0_c0,7,6,158.59,1.17,48.111706,11.444507,20,4.6,42.7,10286.0,7240.0,46490,64.9,0,0.7799999999999999,3800.0,0,0
2010,tile_r0_c0,7,6,282.35566666666665,34.567,48.111706,11.444507,20,4.333333333333333,42.766666666666666,10399.666666666666,7280.333333333333,46976,64.9,0,1.17,3250.0,0,0
2011,tile_r0_c0,7,5,406.12133333333327,67.964,48.111706,11.444507,20,4.066666666666666,42.833333333333336,10513.333333333334,7320.666666666667,47463,64.9,0,34.567,2700.0,0,0
2012,tile_r0_c0,7,5,529.887,101.361,48.111706,11.444507,20,3.8,42.9,10627.0,7361.0,47949,64.9,0,67.964,2150.0,0,0
2013,tile_r0_c0,7,5,405.5163333333333,69.16933333333333,48.111706,11.444507,20,3.6999999999999997,42.9,10735.666666666666,7436.666666666667,48718,65.10000000000001,0,101.361,1950.0,0,0
2014,tile_r0_c0,6,5,281.14566666666667,36.977666666666664,48.111706,11.444507,20,3.6,42.9,10844.333333333334,7512.333333333333,49488,65.3,0,69.16933333333333,1750.0,0,0
2015,tile_r0_c0,6,5,156.775,4.786,48.111706,11.444507,20,3.5,42.9,10953.0,7588.0,50257,65.5,0,36.977666666666664,1550.0,0,0
2016,tile_r0_c0,6,5,157.094,37.33233333333333,48.111706,11.444507,20,3.2,43.0,10939.666666666666,7535.0,50137,65.56666666666666,0,4.786,1483.3333333333333,0,0
2017,tile_r0_c0,7,6,157.413,69.87866666666666,48.111706,11.444507,20,2.9,43.1,10926.333333333334,7482.0,50018,65.63333333333334,0,37.33233333333333,1416.6666666666667,0,0
2018,tile_r0_c0,7,6,157.732,102.425,48.111706,11.444507,20,2.6,43.2,10913.0,7429.0,49898,65.7,0,69.87866666666666,1350.0,0,0
2019,tile_r0_c0,7,6,159.54000000000002,57.86,48.111706,11.444507,20,2.95,43.35,10907.0,7403.5,49834,65.75,0,102.425,1315.0,0,0
2020,tile_r0_c0,7,6,161.348,13.295,48.111706,11.444507,20,3.3,43.5,10901.0,7378.0,49770,65.8,0,57.86,1280.0,0,0
2021,tile_r0_c0,8,8,80.674,6.6475,48.111706,11.444507,20,3.2,43.2,10814.0,7654.0,50504,65.85,0,13.295,1415.0,0,0
2022,tile_r0_c0,10,10,0.0,0.0,48.111706,11.444507,20,3.1,42.9,10727.0,7930.0,51239,65.9,0,6.6475,1550.0,0,0
2023,tile_r0_c0,9,8,84.666,44.673,48.111706,11.444507,20,3.3,42.95,10739.5,7863.0,51438,66.15,0,0.0,1450.0,0,0
2024,tile_r0_c0,8,7,169.332,89.346,48.111706,11.444507,20,3.5,43.0,10752.0,7796.0,51637,66.4,0,44.673,1350.0,0,0
2003,tile_r0_c1,7,6,169.628,116.028,48.114705,11.444507,20,4.6,42.6,8329.0,6922.0,42823,67.3,1,,5000.0,0,0
2004,tile_r0_c1,7,6,322.3136666666667,78.55733333333333,48.114705,11.444507,20,4.966666666666667,42.6,8721.0,7029.0,43546,66.73333333333333,1,116.028,5146.666666666667,0,0
2005,tile_r0_c1,8,6,474.9993333333333,41.08666666666667,48.114705,11.444507,20,5.333333333333333,42.6,9113.0,7136.0,44270,66.16666666666666,1,78.55733333333333,5293.333333333333,0,0
2006,tile_r0_c1,8,6,627.685,3.616,48.114705,11.444507,20,5.7,42.6,9505.0,7243.0,44993,65.6,1,41.08666666666667,5440.0,0,0
2007,tile_r0_c1,8,6,525.4423333333333,9.855,48.114705,11.444507,20,5.333333333333333,42.63333333333333,9765.333333333334,7242.0,45492,65.36666666666666,1,3.616,4893.333333333333,0,0
2008,tile_r0_c1,7,6,423.19966666666664,16.094,48.114705,11.444507,20,4.966666666666667,42.66666666666667,10025.666666666666,7241.0,45991,65.13333333333334,1,9.855,4346.666666666667,0,0
2009,tile_r0_c1,7,6,320.957,22.333,48.114705,11.444507,20,4.6,42.7,10286.0,7240.0,46490,64.9,1,16.094,3800.0,0,0
2010,tile_r0_c1,8,7,213.97133333333335,14.888666666666666,48.114705,11.444507,20,4.333333333333333,42.766666666666666,10399.666666666666,7280.333333333333,46976,64.9,1,22.333,3250.0,0,0
2011,tile_r0_c1,8,8,106.98566666666667,7.444333333333333,48.114705,11.444507,20,4.066666666666666,42.833333333333336,10513.333333333334,7320.666666666667,47463,64.9,1,14.888666666666666,2700.0,0,0
2012,tile_r0_c1,9,9,0.0,0.0,48.114705,11.444507,20,3.8,42.9,10627.0,7361.0,47949,64.9,1,7.444333333333333,2150.0,0,0
2013,tile_r0_c1,9,8,25.984333333333336,8.401333333333334,48.114705,11.444507,20,3.6999999999999997,42.9,10735.666666666666,7436.666666666667,48718,65.10000000000001,1,0.0,1950.0,0,0
2014,tile_r0_c1,8,8,51.96866666666667,16.802666666666667,48.114705,11.444507,20,3.6,42.9,10844.333333333334,7512.333333333333,49488,65.3,1,8.401333333333334,1750.0,0,0
2015,tile_r0_c1,8,7,77.953,25.204,48.114705,11.444507,20,3.5,42.9,10953.0,7588.0,50257,65.5,1,16.802666666666667,1550.0,0,0
2016,tile_r0_c1,8,7,170.9716666666667,25.523333333333333,48.114705,11.444507,20,3.2,43.0,10939.666666666666,7535.0,50137,65.56666666666666,1,25.204,1483.3333333333333,0,0
2017,tile_r0_c1,9,8,263.99033333333335,25.842666666666666,48.114705,11.444507,20,2.9,43.1,10926.333333333334,7482.0,50018,65.63333333333334,1,25.523333333333333,1416.6666666666667,0,0
2018,tile_r0_c1,9,8,357.009,26.162,48.114705,11.444507,20,2.6,43.2,10913.0,7429.0,49898,65.7,1,25.842666666666666,1350.0,0,0
2019,tile_r0_c1,12,10,240.82500000000002,30.735,48.114705,11.444507,20,2.95,43.35,10907.0,7403.5,49834,65.75,1,26.162,1315.0,0,0
2020,tile_r0_c1,15,13,124.641,35.308,48.114705,11.444507,20,3.3,43.5,10901.0,7378.0,49770,65.8,1,30.735,1280.0,0,0
2021,tile_r0_c1,14,13,101.8285,29.936999999999998,48.114705,11.444507,20,3.2,43.2,10814.0,7654.0,50504,65.85,1,35.308,1415.0,0,0
2022,tile_r0_c1,14,13,79.016,24.566,48.114705,11.444507,20,3.1,42.9,10727.0,7930.0,51239,65.9,1,29.936999999999998,1550.0,0,0
2023,tile_r0_c1,13,12,179.30200000000002,39.082499999999996,48.114705,11.444507,20,3.3,42.95,10739.5,7863.0,51438,66.15,1,24.566,1450.0,0,0
2024,tile_r0_c1,12,11,279.588,53.599,48.114705,11.444507,20,3.5,43.0,10752.0,7796.0,51637,66.4,1,39.082499999999996,1350.0,0,0
2003,tile_r0_c10,93,90,1649.384,37.29,48.141687,11.444507,21,4.2,41.9,10832.0,10204.0,61509,68.8,2,,5000.0,0,0
2004,tile_r0_c10,92,89,1914.1236666666666,76.56266666666667,48.141687,11.444507,21,4.466666666666667,41.96666666666667,11236.333333333334,10267.666666666666,62260,68.36666666666666,2,37.29,5146.666666666667,0,0
2005,tile_r0_c10,92,87,2178.8633333333332,115.83533333333335,48.141687,11.444507,21,4.733333333333333,42.03333333333333,11640.666666666666,10331.333333333334,63012,67.93333333333334,2,76.56266666666667,5293.333333333333,0,0
2006,tile_r0_c10,91,86,2443.603,155.108,48.141687,11.444507,21,5.0,42.1,12045.0,10395.0,63763,67.5,2,115.83533333333335,5440.0,0,0
2007,tile_r0_c10,94,88,2451.2186666666666,152.62933333333334,48.141687,11.444507,21,4.633333333333333,42.13333333333333,12361.666666666666,10542.333333333334,64268,67.03333333333333,2,155.108,4893.333333333333,0,0
2008,tile_r0_c10,97,90,2458.8343333333332,150.15066666666667,48.141687,11.444507,21,4.266666666666667,42.16666666666667,12678.333333333334,10689.666666666666,64774,66.56666666666666,2,152.62933333333334,4346.666666666667,0,0
2009,tile_r0_c10,100,92,2466.45,147.672,48.141687,11.444507,21,3.9,42.2,12995.0,10837.0,65279,66.1,2,150.15066666666667,3800.0,0,0
2010,tile_r0_c10,97,88,2757.6163333333334,165.662,48.141687,11.444507,21,3.6666666666666665,42.2,13199.333333333334,11084.333333333334,66618,66.13333333333333,2,147.672,3250.0,0,0
2011,tile_r0_c10,93,84,3048.7826666666665,183.652,48.141687,11.444507,21,3.4333333333333336,42.2,13403.666666666666,11331.666666666666,67956,66.16666666666667,2,165.662,2700.0,0,0
2012,tile_r0_c10,90,80,3339.949,201.642,48.141687,11.444507,21,3.2,42.2,13608.0,11579.0,69295,66.2,2,183.652,2150.0,0,0
2013,tile_r0_c10,92,81,3750.662,220.23366666666666,48.141687,11.444507,21,3.3000000000000003,42.2,13797.0,11792.666666666666,70637,66.3,2,201.642,1950.0,0,0
2014,tile_r0_c10,95,83,4161.375,238.8253333333333,48.141687,11.444507,21,3.4,42.2,13986.0,12006.333333333334,71978,66.4,2,220.23366666666666,1750.0,0,0
2015,tile_r0_c10,97,84,4572.088,257.417,48.141687,11.444507,21,3.5,42.2,14175.0,12220.0,73320,66.5,2,238.8253333333333,1550.0,0,0
2016,tile_r0_c10,93,80,5979.090666666666,250.47633333333332,48.141687,11.444507,21,3.2333333333333334,42.266666666666666,14238.666666666666,12359.333333333334,73755,66.46666666666667,2,257.417,1483.3333333333333,0,0
2017,tile_r0_c10,89,77,7386.093333333332,243.53566666666666,48.141687,11.444507,21,2.966666666666667,42.333333333333336,14302.333333333334,12498.666666666666,74190,66.43333333333334,2,250.47633333333332,1416.6666666666667,0,0
2018,tile_r0_c10,85,73,8793.096,236.595,48.141687,11.444507,21,2.7,42.4,14366.0,12638.0,74625,66.4,2,243.53566666666666,1350.0,0,0
2019,tile_r0_c10,90,78,6030.2925,207.963,48.141687,11.444507,21,3.25,42.349999999999994,14498.5,12947.5,75963,66.45,2,236.595,1315.0,0,1
2020,tile_r0_c10,95,82,3267.489,179.331,48.141687,11.444507,21,3.8,42.3,14631.0,13257.0,77301,66.5,2,207.963,1280.0,1,2
2021,tile_r0_c10,97,82,3820.9534999999996,230.11399999999998,48.141687,11.444507,21,3.5,42.099999999999994,14741.5,13659.5,78805,66.55,2,179.331,1415.0,1,2
2022,tile_r0_c10,99,82,4374.418,280.897,48.141687,11.444507,21,3.2,41.9,14852.0,14062.0,80309,66.6,2,230.11399999999998,1550.0,1,2
2023,tile_r0_c10,99,82,6370.214,333.432,48.141687,11.444507,21,3.45,41.9,14947.5,14127.0,81056,66.75,2,280.897,1450.0,1,2
2024,tile_r0_c10,99,82,8366.01,385.967,48.141687,11.444507,21,3.7,41.9,15043.0,14192.0,81804,66.9,2,333.432,1350.0,1,2
2003,tile_r0_c11,83,76,3070.819,67.349,48.144684,11.444507,21,4.2,41.9,10832.0,10204.0,61509,68.8,3,,5000.0,0,0
2004,tile_r0_c11,85,79,3148.327333333333,120.85233333333333,48.144684,11.444507,21,4.466666666666667,41.96666666666667,11236.333333333334,10267.666666666666,62260,68.36666666666666,3,67.349,5146.666666666667,0,0
2005,tile_r0_c11,87,81,3225.835666666667,174.35566666666665,48.144684,11.444507,21,4.733333333333333,42.03333333333333,11640.666666666666,10331.333333333334,63012,67.93333333333334,3,120.85233333333333,5293.333333333333,0,0
2006,tile_r0_c11,89,84,3303.344,227.859,48.144684,11.444507,21,5.0,42.1,12045.0,10395.0,63763,67.5,3,174.35566666666665,5440.0,0,0
2007,tile_r0_c11,90,83,3729.4866666666667,297.82633333333337,48.144684,11.444507,21,4.633333333333333,42.13333333333333,12361.666666666666,10542.333333333334,64268,67.03333333333333,3,227.859,4893.333333333333,0,0
2008,tile_r0_c11,91,81,4155.629333333333,367.7936666666667,48.144684,11.444507,21,4.266666666666667,42.16666666666667,12678.333333333334,10689.666666666666,64774,66.56666666666666,3,297.82633333333337,4346.666666666667,0,0
2009,tile_r0_c11,92,80,4581.772,437.761,48.144684,11.444507,21,3.9,42.2,12995.0,10837.0,65279,66.1,3,367.7936666666667,3800.0,0,0
2010,tile_r0_c11,94,83,3959.8256666666666,406.1756666666667,48.144684,11.444507,21,3.6666666666666665,42.2,13199.333333333334,11084.333333333334,66618,66.13333333333333,3,437.761,3250.0,0,0
2011,tile_r0_c11,95,87,3337.8793333333333,374.5903333333333,48.144684,11.444507,21,3.4333333333333336,42.2,13403.666666666666,11331.666666666666,67956,66.16666666666667,3,406.1756666666667,2700.0,0,0
2012,tile_r0_c11,97,90,2715.933,343.005,48.144684,11.444507,21,3.2,42.2,13608.0,11579.0,69295,66.2,3,374.5903333333333,2150.0,0,0
2013,tile_r0_c11,97,88,3052.0263333333332,375.51,48.144684,11.444507,21,3.3000000000000003,42.2,13797.0,11792.666666666666,70637,66.3,3,343.005,1950.0,0,0
2014,tile_r0_c11,96,87,3388.119666666667,408.015,48.144684,11.444507,21,3.4,42.2,13986.0,12006.333333333334,71978,66.4,3,375.51,1750.0,0,0
2015,tile_r0_c11,96,85,3724.213,440.52,48.144684,11.444507,21,3.5,42.2,14175.0,12220.0,73320,66.5,3,408.015,1550.0,0,0
2016,tile_r0_c11,96,84,4261.333333333333,460.88033333333334,48.144684,11.444507,21,3.2333333333333334,42.266666666666666,14238.666666666666,12359.333333333334,73755,66.46666666666667,3,440.52,1483.3333333333333,0,0
2017,tile_r0_c11,95,82,4798.453666666666,481.24066666666664,48.144684,11.444507,21,2.966666666666667,42.333333333333336,14302.333333333334,12498.666666666666,74190,66.43333333333334,3,460.88033333333334,1416.6666666666667,0,0
2018,tile_r0_c11,95,81,5335.574,501.601,48.144684,11.444507,21,2.7,42.4,14366.0,12638.0,74625,66.4,3,481.24066666666664,1350.0,0,0
2019,tile_r0_c11,98,84,5104.425499999999,451.409,48.144684,11.444507,21,3.25,42.349999999999994,14498.5,12947.5,75963,66.45,3,501.601,1315.0,0,0
2020,tile_r0_c11,100,87,4873.277,401.217,48.144684,11.444507,21,3.8,42.3,14631.0,13257.0,77301,66.5,3,451.409,1280.0,0,0
2021,tile_r0_c11,98,82,5640.943,475.9475,48.144684,11.444507,21,3.5,42.099999999999994,14741.5,13659.5,78805,66.55,3,401.217,1415.0,0,0
2022,tile_r0_c11,97,77,6408.609,550.678,48.144684,11.444507,21,3.2,41.9,14852.0,14062.0,80309,66.6,3,475.9475,1550.0,0,0
2023,tile_r0_c11,94,74,7101.151,575.5885000000001,48.144684,11.444507,21,3.45,41.9,14947.5,14127.0,81056,66.75,3,550.678,1450.0,0,0
2024,tile_r0_c11,92,72,7793.693,600.499,48.144684,11.444507,21,3.7,41.9,15043.0,14192.0,81804,66.9,3,575.5885000000001,1350.0,0,0
2003,tile_r0_c12,39,38,136.804,6.373,48.147681,11.444507,21,4.2,41.9,10832.0,10204.0,61509,68.8,4,,5000.0,0,0
2004,tile_r0_c12,40,39,461.85,35.687666666666665,48.147681,11.444507,21,4.466666666666667,41.96666666666667,11236.333333333334,10267.666666666666,62260,68.36666666666666,4,6.373,5146.666666666667,0,0
2005,tile_r0_c12,42,40,786.896,65.00233333333333,48.147681,11.444507,21,4.733333333333333,42.03333333333333,11640.666666666666,10331.333333333334,63012,67.93333333333334,4,35.687666666666665,5293.333333333333,0,0
2006,tile_r0_c12,43,41,1111.942,94.317,48.147681,11.444507,21,5.0,42.1,12045.0,10395.0,63763,67.5,4,65.00233333333333,5440.0,0,0
2007,tile_r0_c12,43,41,1190.4723333333334,104.58399999999999,48.147681,11.444507,21,4.633333333333333,42.13333333333333,12361.666666666666,10542.333333333334,64268,67.03333333333333,4,94.317,4893.333333333333,0,0
2008,tile_r0_c12,43,40,1269.0026666666665,114.851,48.147681,11.444507,21,4.266666666666667,42.16666666666667,12678.333333333334,10689.666666666666,64774,66.56666666666666,4,104.58399999999999,4346.666666666667,0,0
2009,tile_r0_c12,43,40,1347.533,125.118,48.147681,11.444507,21,3.9,42.2,12995.0,10837.0,65279,66.1,4,114.851,3800.0,0,0
2010,tile_r0_c12,43,40,2639.05,108.44333333333333,48.147681,11.444507,21,3.6666666666666665,42.2,13199.333333333334,11084.333333333334,66618,66.13333333333333,4,125.118,3250.0,0,0
2011,tile_r0_c12,42,39,3930.567,91.76866666666666,48.147681,11.444507,21,3.4333333333333336,42.2,13403.666666666666,11331.666666666666,67956,66.16666666666667,4,108.44333333333333,2700.0,0,0
2012,tile_r0_c12,42,39,5222.084,75.094,48.147681,11.444507,21,3.2,42.2,13608.0,11579.0,69295,66.2,4,91.76866666666666,2150.0,0,0
2013,tile_r0_c12,43,40,4902.42,73.713,48.147681,11.444507,21,3.3000000000000003,42.2,13797.0,11792.666666666666,70637,66.3,4,75.094,1950.0,0,0
2014,tile_r0_c12,45,41,4582.755999999999,72.332,48.147681,11.444507,21,3.4,42.2,13986.0,12006.333333333334,71978,66.4,4,73.713,1750.0,0,0
2015,tile_r0_c12,46,42,4263.092,70.951,48.147681,11.444507,21,3.5,42.2,14175.0,12220.0,73320,66.5,4,72.332,1550.0,0,0
2016,tile_r0_c12,47,42,4530.356,82.458,48.147681,11.444507,21,3.2333333333333334,42.266666666666666,14238.666666666666,12359.333333333334,73755,66.46666666666667,4,70.951,1483.3333333333333,0,0
2017,tile_r0_c12,48,43,4797.62,93.96499999999999,48.147681,11.444507,21,2.966666666666667,42.333333333333336,14302.333333333334,12498.666666666666,74190,66.43333333333334,4,82.458,1416.6666666666667,0,0
2018,tile_r0_c12,49,43,5064.884,105.472,48.147681,11.444507,21,2.7,42.4,14366.0,12638.0,74625,66.4,4,93.96499999999999,1350.0,0,0
2019,tile_r0_c12,49,44,3514.4049999999997,101.701,48.147681,11.444507,21,3.25,42.349999999999994,14498.5,12947.5,75963,66.45,4,105.472,1315.0,0,0
2020,tile_r0_c12,49,44,1963.926,97.93,48.147681,11.444507,21,3.8,42.3,14631.0,13257.0,77301,66.5,4,101.701,1280.0,0,0
2021,tile_r0_c12,50,44,1779.375,122.6785,48.147681,11.444507,21,3.5,42.099999999999994,14741.5,13659.5,78805,66.55,4,97.93,1415.0,0,0
2022,tile_r0_c12,50,45,1594.824,147.427,48.147681,11.444507,21,3.2,41.9,14852.0,14062.0,80309,66.6,4,122.6785,1550.0,0,0
2023,tile_r0_c12,49,43,2313.5785,219.7065,48.147681,11.444507,21,3.45,41.9,14947.5,14127.0,81056,66.75,4,147.427,1450.0,0,0
2024,tile_r0_c12,48,41,3032.333,291.986,48.147681,11.444507,21,3.7,41.9,15043.0,14192.0,81804,66.9,4,219.7065,1350.0,0,0
2003,tile_r0_c13,25,21,7418.104,8.602,48.150678,11.444507,22,5.1,42.1,7037.0,6693.0,37566,66.9,5,,5000.0,0,0
2004,tile_r0_c13,31,28,6800.383,29.77166666666667,48.150678,11.444507,22,5.7,42.266666666666666,7379.666666666667,6654.0,37663,66.16666666666667,5,8.602,5146.666666666667,0,0
2005,tile_r0_c13,38,34,6182.662,50.94133333333333,48.150678,11.444507,22,6.3,42.43333333333334,7722.333333333333,6615.0,37760,65.43333333333334,5,29.77166666666667,5293.333333333333,0,0
2006,tile_r0_c13,44,41,5564.941,72.111,48.150678,11.444507,22,6.9,42.6,8065.0,6576.0,37857,64.7,5,50.94133333333333,5440.0,0,0
2007,tile_r0_c13,47,43,6224.446666666667,125.423,48.150678,11.444507,22,6.133333333333334,42.7,8237.666666666666,6570.333333333333,37994,64.26666666666667,5,72.111,4893.333333333333,0,0
2008,tile_r0_c13,50,45,6883.952333333333,178.73499999999999,48.150678,11.444507,22,5.366666666666666,42.8,8410.333333333334,6564.666666666667,38131,63.833333333333336,5,125.423,4346.666666666667,0,0
2009,tile_r0_c13,53,47,7543.458,232.047,48.150678,11.444507,22,4.6,42.9,8583.0,6559.0,38268,63.4,5,178.73499999999999,3800.0,0,0
2010,tile_r0_c13,55,49,9138.102666666666,1967.8446666666666,48.150678,11.444507,22,4.266666666666667,42.766666666666666,8661.0,6754.333333333333,39217,63.53333333333333,5,232.047,3250.0,0,0
2011,tile_r0_c13,56,51,10732.747333333333,3703.642333333333,48.150678,11.444507,22,3.933333333333333,42.63333333333333,8739.0,6949.666666666667,40167,63.666666666666664,5,1967.8446666666666,2700.0,0,0
2012,tile_r0_c13,58,53,12327.392,5439.44,48.150678,11.444507,22,3.6,42.5,8817.0,7145.0,41116,63.8,5,3703.642333333333,2150.0,0,0
2013,tile_r0_c13,56,52,11302.595,5468.999666666667,48.150678,11.444507,22,3.6333333333333333,42.46666666666667,8922.0,7279.0,41971,64.06666666666666,5,5439.44,1950.0,0,0
2014,tile_r0_c13,55,50,10277.798,5498.559333333333,48.150678,11.444507,22,3.666666666666667,42.43333333333333,9027.0,7413.0,42827,64.33333333333333,5,5468.999666666667,1750.0,0,0
2015,tile_r0_c13,53,49,9253.001,5528.119,48.150678,11.444507,22,3.7,42.4,9132.0,7547.0,43682,64.6,5,5498.559333333333,1550.0,0,0
2016,tile_r0_c13,54,49,9434.464666666667,5543.057666666667,48.150678,11.444507,22,3.5,42.03333333333333,9128.0,7920.666666666667,45059,64.86666666666666,5,5528.119,1483.3333333333333,0,0
2017,tile_r0_c13,54,50,9615.928333333333,5557.9963333333335,48.150678,11.444507,22,3.3000000000000003,41.666666666666664,9124.0,8294.333333333334,46436,65.13333333333334,5,5543.057666666667,1416.6666666666667,0,0
2018,tile_r0_c13,55,50,9797.392,5572.935,48.150678,11.444507,22,3.1,41.3,9120.0,8668.0,47813,65.4,5,5557.9963333333335,1350.0,0,0
2019,tile_r0_c13,54,50,10531.9195,5597.7345000000005,48.150678,11.444507,22,3.7,41.2,9147.0,9050.0,48976,65.4,5,5572.935,1315.0,0,0
2020,tile_r0_c13,54,49,11266.447,5622.534,48.150678,11.444507,22,4.3,41.1,9174.0,9432.0,50140,65.4,5,5597.7345000000005,1280.0,0,0
2021,tile_r0_c13,57,51,10549.181499999999,5684.6615,48.150678,11.444507,22,3.95,40.6,9210.0,10081.0,52380,65.55000000000001,5,5622.534,1415.0,0,0
2022,tile_r0_c13,60,53,9831.916,5746.789,48.150678,11.444507,22,3.6,40.1,9246.0,10730.0,54619,65.7,5,5684.6615,1550.0,0,0
2023,tile_r0_c13,56,49,10641.2665,5721.7785,48.150678,11.444507,22,4.0,39.5,9337.0,11768.5,57815,65.85,5,5746.789,1450.0,0,0
2024,tile_r0_c13,51,45,11450.617,5696.768,48.150678,11.444507,22,4.4,38.9,9428.0,12807.0,61011,66.0,5,5721.7785,1350.0,0,0
2003,tile_r0_c14,5,5,0.0,0.0,48.153674,11.444507,22,5.1,42.1,7037.0,6693.0,37566,66.9,6,,5000.0,0,0
2004,tile_r0_c14,5,5,18.93766666666667,2.9026666666666667,48.153674,11.444507,22,5.7,42.266666666666666,7379.666666666667,6654.0,37663,66.16666666666667,6,0.0,5146.666666666667,0,0
2005,tile_r0_c14,6,5,37.87533333333334,5.8053333333333335,48.153674,11.444507,22,6.3,42.43333333333334,7722.333333333333,6615.0,37760,65.43333333333334,6,2.9026666666666667,5293.333333333333,0,0
2006,tile_r0_c14,6,5,56.813,8.708,48.153674,11.444507,22,6.9,42.6,8065.0,6576.0,37857,64.7,6,5.8053333333333335,5440.0,0,0
2007,tile_r0_c14,8,6,234.721,28.141333333333336,48.153674,11.444507,22,6.133333333333334,42.7,8237.666666666666,6570.333333333333,37994,64.26666666666667,6,8.708,4893.333333333333,0,0
2008,tile_r0_c14,9,7,412.629,47.574666666666666,48.153674,11.444507,22,5.366666666666666,42.8,8410.333333333334,6564.666666666667,38131,63.833333333333336,6,28.141333333333336,4346.666666666667,0,0
2009,tile_r0_c14,11,8,590.537,67.008,48.153674,11.444507,22,4.6,42.9,8583.0,6559.0,38268,63.4,6,47.574666666666666,3800.0,0,0
2010,tile_r0_c14,10,8,438.08000000000004,65.13166666666666,48.153674,11.444507,22,4.266666666666667,42.766666666666666,8661.0,6754.333333333333,39217,63.53333333333333,6,67.008,3250.0,0,0
2011,tile_r0_c14,10,8,285.623,63.25533333333333,48.153674,11.444507,22,3.933333333333333,42.63333333333333,8739.0,6949.666666666667,40167,63.666666666666664,6,65.13166666666666,2700.0,0,0
2012,tile_r0_c14,9,8,133.166,61.379,48.153674,11.444507,22,3.6,42.5,8817.0,7145.0,41116,63.8,6,63.25533333333333,2150.0,0,0
2013,tile_r0_c14,9,8,170.26266666666666,58.440999999999995,48.153674,11.444507,22,3.6333333333333333,42.46666666666667,8922.0,7279.0,41971,64.06666666666666,6,61.379,1950.0,0,0
2014,tile_r0_c14,10,8,207.35933333333332,55.503,48.153674,11.444507,22,3.666666666666667,42.43333333333333,9027.0,7413.0,42827,64.33333333333333,6,58.440999999999995,1750.0,0,0
2015,tile_r0_c14,10,8,244.456,52.565,48.153674,11.444507,22,3.7,42.4,9132.0,7547.0,43682,64.6,6,55.503,1550.0,0,0
2016,tile_r0_c14,10,8,452.522,59.11366666666667,48.153674,11.444507,22,3.5,42.03333333333333,9128.0,7920.666666666667,45059,64.86666666666666,6,52.565,1483.3333333333333,0,0
2017,tile_r0_c14,10,8,660.588,65.66233333333334,48.153674,11.444507,22,3.3000000000000003,41.666666666666664,9124.0,8294.333333333334,46436,65.13333333333334,6,59.11366666666667,1416.6666666666667,0,0
2018,tile_r0_c14,10,8,868.654,72.211,48.153674,11.444507,22,3.1,41.3,9120.0,8668.0,47813,65.4,6,65.66233333333334,1350.0,0,0
2019,tile_r0_c14,12,10,566.59,63.6095,48.153674,11.444507,22,3.7,41.2,9147.0,9050.0,48976,65.4,6,72.211,1315.0,0,0
2020,tile_r0_c14,15,12,264.526,55.008,48.153674,11.444507,22,4.3,41.1,9174.0,9432.0,50140,65.4,6,63.6095,1280.0,0,0
2021,tile_r0_c14,14,11,519.652,64.7245,48.153674,11.444507,22,3.95,40.6,9210.0,10081.0,52380,65.55000000000001,6,55.008,1415.0,0,0
2022,tile_r0_c14,13,10,774.778,74.441,48.153674,11.444507,22,3.6,40.1,9246.0,10730.0,54619,65.7,6,64.7245,1550.0,0,0
2023,tile_r0_c14,10,8,717.8585,159.872,48.153674,11.444507,22,4.0,39.5,9337.0,11768.5,57815,65.85,6,74.441,1450.0,0,0
2024,tile_r0_c14,8,6,660.939,245.303,48.153674,11.444507,22,4.4,38.9,9428.0,12807.0,61011,66.0,6,159.872,1350.0,0,0
2003,tile_r0_c15,75,73,998.797,36.312,48.156671,11.444507,21,4.2,41.9,10832.0,10204.0,61509,68.8,7,,5000.0,0,0
2004,tile_r0_c15,72,69,1164.7506666666666,37.26766666666666,48.156671,11.444507,21,4.466666666666667,41.96666666666667,11236.333333333334,10267.666666666666,62260,68.36666666666666,7,36.312,5146.666666666667,0,0
