year,tile,total_rooftops,rooftops_without_solar,square_meters_with_solar_m2,panel_area_m2,tile_centroid_lat,tile_centroid_lon,district_number,Unemployment_Rate,Average_Age,Elderly_Population,Young_Population,Total_Population,employed,tile_encoded,panel_area_lag1,pv_price,ev_count_164m,ev_points_164m
2012,tile_r11_c11,27,21,13214.359,1071.835,48.144684,11.493914,25,3.8,42.7,10423.0,6497.0,53359,70.1,57,757.8973333333333,2150.0,0,0
2013,tile_r11_c11,26,21,10006.976333333334,744.4776666666667,48.144684,11.493914,25,3.8,42.63333333333333,10522.0,6596.666666666667,54031,70.13333333333333,57,1071.835,1950.0,0,0
2014,tile_r11_c11,26,21,6799.593666666667,417.1203333333334,48.144684,11.493914,25,3.8,42.56666666666667,10621.0,6696.333333333333,54702,70.16666666666667,57,744.4776666666667,1750.0,0,0
2015,tile_r11_c11,25,21,3592.211,89.763,48.144684,11.493914,25,3.8,42.5,10720.0,6796.0,55374,70.2,57,417.1203333333334,1550.0,0,0
2016,tile_r11_c11,25,21,5582.123666666666,137.672,48.144684,11.493914,25,3.5666666666666664,42.4,10689.666666666666,6937.666666666667,55765,70.16666666666667,57,89.763,1483.3333333333333,0,0
2017,tile_r11_c11,25,20,7572.0363333333335,185.58100000000002,48.144684,11.493914,25,3.3333333333333335,42.300000000000004,10659.333333333334,7079.333333333333,56155,70.13333333333333,57,137.672,1416.6666666666667,0,0
2018,tile_r11_c11,25,20,9561.949,233.49,48.144684,11.493914,25,3.1,42.2,10629.0,7221.0,56546,70.1,57,185.58100000000002,1350.0,0,0
2019,tile_r11_c11,26,22,6153.3835,138.15,48.144684,11.493914,25,3.6500000000000004,42.25,10629.5,7353.0,56638,70.1,57,233.49,1315.0,1,2
2020,tile_r11_c11,26,23,2744.818,42.81,48.144684,11.493914,25,4.2,42.3,10630.0,7485.0,56729,70.1,57,138.15,1280.0,2,4
2021,tile_r11_c11,25,22,5368.4245,125.986,48.144684,11.493914,25,3.95,42.25,10485.0,7512.0,56792,70.19999999999999,57,42.81,1415.0,2,4
2022,tile_r11_c11,24,20,7992.031,209.162,48.144684,11.493914,25,3.7,42.2,10340.0,7539.0,56855,70.3,57,125.986,1550.0,2,4
2023,tile_r11_c11,24,20,8068.298,457.73199999999997,48.144684,11.493914,25,4.1,42.25,10376.0,7475.5,56986,70.5,57,209.162,1450.0,2,4
2024,tile_r11_c11,25,20,8144.565,706.302,48.144684,11.493914,25,4.5,42.3,10412.0,7412.0,57116,70.7,57,457.73199999999997,1350.0,2,4
2003,tile_r11_c12,59,57,59.692,14.02,48.147681,11.493914,9,5.0,42.1,13812.0,10771.0,81661,72.2,58,,5000.0,0,0
2004,tile_r11_c12,54,53,49.778666666666666,10.054666666666666,48.147681,11.493914,9,5.133333333333334,42.03333333333333,14039.333333333334,10716.0,82642,72.16666666666667,58,14.02,5146.666666666667,0,0
2005,tile_r11_c12,50,48,39.86533333333334,6.089333333333333,48.147681,11.493914,9,5.266666666666667,41.96666666666667,14266.666666666666,10661.0,83623,72.13333333333333,58,10.054666666666666,5293.333333333333,0,0
2006,tile_r11_c12,45,44,29.952,2.124,48.147681,11.493914,9,5.4,41.9,14494.0,10606.0,84604,72.1,58,6.089333333333333,5440.0,0,0
2007,tile_r11_c12,57,55,40.715333333333334,16.817,48.147681,11.493914,9,4.833333333333334,41.766666666666666,14588.0,10772.666666666666,85685,72.16666666666666,58,2.124,4893.333333333333,0,0
2008,tile_r11_c12,68,67,51.47866666666666,31.509999999999998,48.147681,11.493914,9,4.266666666666667,41.63333333333333,14682.0,10939.333333333334,86765,72.23333333333333,58,16.817,4346.666666666667,0,0
2009,tile_r11_c12,80,78,62.242,46.203,48.147681,11.493914,9,3.7,41.5,14776.0,11106.0,87846,72.3,58,31.509999999999998,3800.0,0,0
2010,tile_r11_c12,75,73,268.0196666666667,186.799,48.147681,11.493914,9,3.4333333333333336,41.36666666666667,15008.666666666666,11590.666666666666,89983,72.23333333333333,58,46.203,3250.0,0,0
2011,tile_r11_c12,70,69,473.7973333333334,327.395,48.147681,11.493914,9,3.1666666666666665,41.233333333333334,15241.333333333334,12075.333333333334,92120,72.16666666666666,58,186.799,2700.0,0,0
2012,tile_r11_c12,65,64,679.575,467.991,48.147681,11.493914,9,2.9,41.1,15474.0,12560.0,94257,72.1,58,327.395,2150.0,0,0
2013,tile_r11_c12,66,65,661.1283333333333,476.34633333333335,48.147681,11.493914,9,2.966666666666667,41.1,15763.333333333334,12935.666666666666,95739,71.89999999999999,58,467.991,1950.0,0,0
2014,tile_r11_c12,67,65,642.6816666666667,484.70166666666665,48.147681,11.493914,9,3.033333333333333,41.1,16052.666666666666,13311.333333333334,97220,71.7,58,476.34633333333335,1750.0,0,0
2015,tile_r11_c12,68,66,624.235,493.057,48.147681,11.493914,9,3.1,41.1,16342.0,13687.0,98702,71.5,58,484.70166666666665,1550.0,0,0
2016,tile_r11_c12,65,63,669.4116666666666,506.7236666666667,48.147681,11.493914,9,2.8666666666666667,41.13333333333333,16388.0,13837.666666666666,98739,71.3,58,493.057,1483.3333333333333,0,0
2017,tile_r11_c12,62,59,714.5883333333334,520.3903333333334,48.147681,11.493914,9,2.6333333333333333,41.16666666666667,16434.0,13988.333333333334,98777,71.10000000000001,58,506.7236666666667,1416.6666666666667,0,0
2018,tile_r11_c12,59,56,759.765,534.057,48.147681,11.493914,9,2.4,41.2,16480.0,14139.0,98814,70.9,58,520.3903333333334,1350.0,0,0
2019,tile_r11_c12,68,65,884.1985,641.4415,48.147681,11.493914,9,2.9,41.3,16611.0,14347.0,99259,70.75,58,534.057,1315.0,0,0
2020,tile_r11_c12,76,74,1008.632,748.826,48.147681,11.493914,9,3.4,41.4,16742.0,14555.0,99704,70.6,58,641.4415,1280.0,0,0
2021,tile_r11_c12,74,71,886.3755,640.1134999999999,48.147681,11.493914,9,3.2,41.4,16774.5,14729.5,100100,70.5,58,748.826,1415.0,0,0
2022,tile_r11_c12,71,68,764.119,531.401,48.147681,11.493914,9,3.0,41.4,16807.0,14904.0,100495,70.4,58,640.1134999999999,1550.0,0,0
2023,tile_r11_c12,70,66,769.6965,537.6679999999999,48.147681,11.493914,9,3.15,41.4,16967.5,15006.0,101198,70.45,58,531.401,1450.0,0,0
2024,tile_r11_c12,68,64,775.274,543.935,48.147681,11.493914,9,3.3,41.4,17128.0,15108.0,101901,70.5,58,537.6679999999999,1350.0,0,0
2003,tile_r11_c13,2,2,0.0,0.0,48.150678,11.493914,9,5.0,42.1,13812.0,10771.0,81661,72.2,59,,5000.0,0,0
2004,tile_r11_c13,1,1,0.0,0.0,48.150678,11.493914,9,5.133333333333334,42.03333333333333,14039.333333333334,10716.0,82642,72.16666666666667,59,0.0,5146.666666666667,0,0
2005,tile_r11_c13,1,1,0.0,0.0,48.150678,11.493914,9,5.266666666666667,41.96666666666667,14266.666666666666,10661.0,83623,72.13333333333333,59,0.0,5293.333333333333,0,0
2006,tile_r11_c13,0,0,0.0,0.0,48.150678,11.493914,9,5.4,41.9,14494.0,10606.0,84604,72.1,59,0.0,5440.0,0,0
2007,tile_r11_c13,0,0,0.0,0.0,48.150678,11.493914,9,4.833333333333334,41.766666666666666,14588.0,10772.666666666666,85685,72.16666666666666,59,0.0,4893.333333333333,0,0
2008,tile_r11_c13,1,1,0.0,0.0,48.150678,11.493914,9,4.266666666666667,41.63333333333333,14682.0,10939.333333333334,86765,72.23333333333333,59,0.0,4346.666666666667,0,0
2009,tile_r11_c13,1,1,0.0,0.0,48.150678,11.493914,9,3.7,41.5,14776.0,11106.0,87846,72.3,59,0.0,3800.0,0,0
2010,tile_r11_c13,1,1,0.0,0.0,48.150678,11.493914,9,3.4333333333333336,41.36666666666667,15008.666666666666,11590.666666666666,89983,72.23333333333333,59,0.0,3250.0,0,0
2011,tile_r11_c13,0,0,0.0,0.0,48.150678,11.493914,9,3.1666666666666665,41.233333333333334,15241.333333333334,12075.333333333334,92120,72.16666666666666,59,0.0,2700.0,0,0
2012,tile_r11_c13,0,0,0.0,0.0,48.150678,11.493914,9,2.9,41.1,15474.0,12560.0,94257,72.1,59,0.0,2150.0,0,0
2013,tile_r11_c13,0,0,0.0,0.0,48.150678,11.493914,9,2.966666666666667,41.1,15763.333333333334,12935.666666666666,95739,71.89999999999999,59,0.0,1950.0,0,0
2014,tile_r11_c13,0,0,0.0,0.0,48.150678,11.493914,9,3.033333333333333,41.1,16052.666666666666,13311.333333333334,97220,71.7,59,0.0,1750.0,0,0
2015,tile_r11_c13,0,0,0.0,0.0,48.150678,11.493914,9,3.1,41.1,16342.0,13687.0,98702,71.5,59,0.0,1550.0,0,0
2016,tile_r11_c13,1,1,0.0,0.0,48.150678,11.493914,9,2.8666666666666667,41.13333333333333,16388.0,13837.666666666666,98739,71.3,59,0.0,1483.3333333333333,0,0
2017,tile_r11_c13,1,1,0.0,0.0,48.150678,11.493914,9,2.6333333333333333,41.16666666666667,16434.0,13988.333333333334,98777,71.10000000000001,59,0.0,1416.6666666666667,0,0
2018,tile_r11_c13,2,2,0.0,0.0,48.150678,11.493914,9,2.4,41.2,16480.0,14139.0,98814,70.9,59,0.0,1350.0,0,0
2019,tile_r11_c13,1,1,0.0,0.0,48.150678,11.493914,9,2.9,41.3,16611.0,14347.0,99259,70.75,59,0.0,1315.0,0,0
2020,tile_r11_c13,0,0,0.0,0.0,48.150678,11.493914,9,3.4,41.4,16742.0,14555.0,99704,70.6,59,0.0,1280.0,0,0
2021,tile_r11_c13,0,0,0.0,0.0,48.150678,11.493914,9,3.2,41.4,16774.5,14729.5,100100,70.5,59,0.0,1415.0,0,0
2022,tile_r11_c13,1,1,0.0,0.0,48.150678,11.493914,9,3.0,41.4,16807.0,14904.0,100495,70.4,59,0.0,1550.0,0,0
2023,tile_r11_c13,0,0,0.0,0.0,48.150678,11.493914,9,3.15,41.4,16967.5,15006.0,101198,70.45,59,0.0,1450.0,0,0
2024,tile_r11_c13,0,0,0.0,0.0,48.150678,11.493914,9,3.3,41.4,17128.0,15108.0,101901,70.5,59,0.0,1350.0,0,0
2003,tile_r11_c14,3,3,0.0,0.0,48.153674,11.493914,9,5.0,42.1,13812.0,10771.0,81661,72.2,60,,5000.0,0,0
2004,tile_r11_c14,3,3,0.0,0.0,48.153674,11.493914,9,5.133333333333334,42.03333333333333,14039.333333333334,10716.0,82642,72.16666666666667,60,0.0,5146.666666666667,0,0
2005,tile_r11_c14,2,2,0.0,0.0,48.153674,11.493914,9,5.266666666666667,41.96666666666667,14266.666666666666,10661.0,83623,72.13333333333333,60,0.0,5293.333333333333,0,0
2006,tile_r11_c14,2,2,0.0,0.0,48.153674,11.493914,9,5.4,41.9,14494.0,10606.0,84604,72.1,60,0.0,5440.0,0,0
2007,tile_r11_c14,2,2,55.99666666666667,1.5573333333333332,48.153674,11.493914,9,4.833333333333334,41.766666666666666,14588.0,10772.666666666666,85685,72.16666666666666,60,0.0,4893.333333333333,0,0
2008,tile_r11_c14,3,2,111.99333333333334,3.1146666666666665,48.153674,11.493914,9,4.266666666666667,41.63333333333333,14682.0,10939.333333333334,86765,72.23333333333333,60,1.5573333333333332,4346.666666666667,0,0
2009,tile_r11_c14,3,2,167.99,4.672,48.153674,11.493914,9,3.7,41.5,14776.0,11106.0,87846,72.3,60,3.1146666666666665,3800.0,0,0
2010,tile_r11_c14,3,2,111.99333333333334,3.1146666666666665,48.153674,11.493914,9,3.4333333333333336,41.36666666666667,15008.666666666666,11590.666666666666,89983,72.23333333333333,60,4.672,3250.0,0,0
2011,tile_r11_c14,2,2,55.99666666666667,1.5573333333333332,48.153674,11.493914,9,3.1666666666666665,41.233333333333334,15241.333333333334,12075.333333333334,92120,72.16666666666666,60,3.1146666666666665,2700.0,0,0
2012,tile_r11_c14,2,2,0.0,0.0,48.153674,11.493914,9,2.9,41.1,15474.0,12560.0,94257,72.1,60,1.5573333333333332,2150.0,0,0
2013,tile_r11_c14,3,3,0.0,0.0,48.153674,11.493914,9,2.966666666666667,41.1,15763.333333333334,12935.666666666666,95739,71.89999999999999,60,0.0,1950.0,0,0
2014,tile_r11_c14,3,3,0.0,0.0,48.153674,11.493914,9,3.033333333333333,41.1,16052.666666666666,13311.333333333334,97220,71.7,60,0.0,1750.0,0,0
2015,tile_r11_c14,4,4,0.0,0.0,48.153674,11.493914,9,3.1,41.1,16342.0,13687.0,98702,71.5,60,0.0,1550.0,0,0
2016,tile_r11_c14,5,5,0.0,0.0,48.153674,11.493914,9,2.8666666666666667,41.13333333333333,16388.0,13837.666666666666,98739,71.3,60,0.0,1483.3333333333333,0,0
2017,tile_r11_c14,5,5,0.0,0.0,48.153674,11.493914,9,2.6333333333333333,41.16666666666667,16434.0,13988.333333333334,98777,71.10000000000001,60,0.0,1416.6666666666667,0,0
2018,tile_r11_c14,6,6,0.0,0.0,48.153674,11.493914,9,2.4,41.2,16480.0,14139.0,98814,70.9,60,0.0,1350.0,0,0
2019,tile_r11_c14,5,5,0.0,0.0,48.153674,11.493914,9,2.9,41.3,16611.0,14347.0,99259,70.75,60,0.0,1315.0,0,0
2020,tile_r11_c14,4,4,0.0,0.0,48.153674,11.493914,9,3.4,41.4,16742.0,14555.0,99704,70.6,60,0.0,1280.0,0,0
2021,tile_r11_c14,4,3,228.518,1.4865,48.153674,11.493914,9,3.2,41.4,16774.5,14729.5,100100,70.5,60,0.0,1415.0,0,0
2022,tile_r11_c14,3,2,457.036,2.973,48.153674,11.493914,9,3.0,41.4,16807.0,14904.0,100495,70.4,60,1.4865,1550.0,0,0
2023,tile_r11_c14,3,2,228.518,1.4865,48.153674,11.493914,9,3.15,41.4,16967.5,15006.0,101198,70.45,60,2.973,1450.0,0,0
2024,tile_r11_c14,3,3,0.0,0.0,48.153674,11.493914,9,3.3,41.4,17128.0,15108.0,101901,70.5,60,1.4865,1350.0,0,0
2003,tile_r11_c15,0,0,0.0,0.0,48.156671,11.493914,9,5.0,42.1,13812.0,10771.0,81661,72.2,61,,5000.0,0,0
2004,tile_r11_c15,0,0,0.0,0.0,48.156671,11.493914,9,5.133333333333334,42.03333333333333,14039.333333333334,10716.0,82642,72.16666666666667,61,0.0,5146.666666666667,0,0
2005,tile_r11_c15,0,0,0.0,0.0,48.156671,11.493914,9,5.266666666666667,41.96666666666667,14266.666666666666,10661.0,83623,72.13333333333333,61,0.0,5293.333333333333,0,0
2006,tile_r11_c15,0,0,0.0,0.0,48.156671,11.493914,9,5.4,41.9,14494.0,10606.0,84604,72.1,61,0.0,5440.0,0,0
2007,tile_r11_c15,0,0,0.0,0.0,48.156671,11.493914,9,4.833333333333334,41.766666666666666,14588.0,10772.666666666666,85685,72.16666666666666,61,0.0,4893.333333333333,0,0
2008,tile_r11_c15,1,1,0.0,0.0,48.156671,11.493914,9,4.266666666666667,41.63333333333333,14682.0,10939.333333333334,86765,72.23333333333333,61,0.0,4346.666666666667,0,0
2009,tile_r11_c15,1,1,0.0,0.0,48.156671,11.493914,9,3.7,41.5,14776.0,11106.0,87846,72.3,61,0.0,3800.0,0,0
2010,tile_r11_c15,1,1,0.0,0.0,48.156671,11.493914,9,3.4333333333333336,41.36666666666667,15008.666666666666,11590.666666666666,89983,72.23333333333333,61,0.0,3250.0,0,0
2011,tile_r11_c15,0,0,0.0,0.0,48.156671,11.493914,9,3.1666666666666665,41.233333333333334,15241.333333333334,12075.333333333334,92120,72.16666666666666,61,0.0,2700.0,0,0
2012,tile_r11_c15,0,0,0.0,0.0,48.156671,11.493914,9,2.9,41.1,15474.0,12560.0,94257,72.1,61,0.0,2150.0,0,0
2013,tile_r11_c15,0,0,0.0,0.0,48.156671,11.493914,9,2.966666666666667,41.1,15763.333333333334,12935.666666666666,95739,71.89999999999999,61,0.0,1950.0,0,0
2014,tile_r11_c15,0,0,0.0,0.0,48.156671,11.493914,9,3.033333333333333,41.1,16052.666666666666,13311.333333333334,97220,71.7,61,0.0,1750.0,0,0
2015,tile_r11_c15,0,0,0.0,0.0,48.156671,11.493914,9,3.1,41.1,16342.0,13687.0,98702,71.5,61,0.0,1550.0,0,0
2016,tile_r11_c15,0,0,0.0,0.0,48.156671,11.493914,9,2.8666666666666667,41.13333333333333,16388.0,13837.666666666666,98739,71.3,61,0.0,1483.3333333333333,0,0
2017,tile_r11_c15,0,0,0.0,0.0,48.156671,11.493914,9,2.6333333333333333,41.16666666666667,16434.0,13988.333333333334,98777,71.10000000000001,61,0.0,1416.6666666666667,0,0
2018,tile_r11_c15,0,0,0.0,0.0,48.156671,11.493914,9,2.4,41.2,16480.0,14139.0,98814,70.9,61,0.0,1350.0,0,0
2019,tile_r11_c15,0,0,0.0,0.0,48.156671,11.493914,9,2.9,41.3,16611.0,14347.0,99259,70.75,61,0.0,1315.0,0,0
2020,tile_r11_c15,0,0,0.0,0.0,48.156671,11.493914,9,3.4,41.4,16742.0,14555.0,99704,70.6,61,0.0,1280.0,0,0
2021,tile_r11_c15,0,0,0.0,0.0,48.156671,11.493914,9,3.2,41.4,16774.5,14729.5,100100,70.5,61,0.0,1415.0,0,0
2022,tile_r11_c15,0,0,0.0,0.0,48.156671,11.493914,9,3.0,41.4,16807.0,14904.0,100495,70.4,61,0.0,1550.0,0,0
2023,tile_r11_c15,0,0,0.0,0.0,48.156671,11.493914,9,3.15,41.4,16967.5,15006.0,101198,70.45,61,0.0,1450.0,0,0
2024,tile_r11_c15,0,0,0.0,0.0,48.156671,11.493914,9,3.3,41.4,17128.0,15108.0,101901,70.5,61,0.0,1350.0,0,0
2003,tile_r11_c16,5,5,0.0,0.0,48.159667,11.493914,9,5.0,42.1,13812.0,10771.0,81661,72.2,62,,5000.0,0,0
2004,tile_r11_c16,4,4,0.0,0.0,48.159667,11.493914,9,5.133333333333334,42.03333333333333,14039.333333333334,10716.0,82642,72.16666666666667,62,0.0,5146.666666666667,0,0
2005,tile_r11_c16,4,4,0.0,0.0,48.159667,11.493914,9,5.266666666666667,41.96666666666667,14266.666666666666,10661.0,83623,72.13333333333333,62,0.0,5293.333333333333,0,0
2006,tile_r11_c16,3,3,0.0,0.0,48.159667,11.493914,9,5.4,41.9,14494.0,10606.0,84604,72.1,62,0.0,5440.0,0,0
2007,tile_r11_c16,4,3,15.570666666666668,2.4063333333333334,48.159667,11.493914,9,4.833333333333334,41.766666666666666,14588.0,10772.666666666666,85685,72.16666666666666,62,0.0,4893.333333333333,0,0
2008,tile_r11_c16,4,4,31.141333333333336,4.812666666666667,48.159667,11.493914,9,4.266666666666667,41.63333333333333,14682.0,10939.333333333334,86765,72.23333333333333,62,2.4063333333333334,4346.666666666667,0,0
2009,tile_r11_c16,5,4,46.712,7.219,48.159667,11.493914,9,3.7,41.5,14776.0,11106.0,87846,72.3,62,4.812666666666667,3800.0,0,0
2010,tile_r11_c16,4,4,31.141333333333336,4.812666666666667,48.159667,11.493914,9,3.4333333333333336,41.36666666666667,15008.666666666666,11590.666666666666,89983,72.23333333333333,62,7.219,3250.0,0,0
2011,tile_r11_c16,4,3,15.570666666666668,2.4063333333333334,48.159667,11.493914,9,3.1666666666666665,41.233333333333334,15241.333333333334,12075.333333333334,92120,72.16666666666666,62,4.812666666666667,2700.0,0,0
2012,tile_r11_c16,3,3,0.0,0.0,48.159667,11.493914,9,2.9,41.1,15474.0,12560.0,94257,72.1,62,2.4063333333333334,2150.0,0,0
2013,tile_r11_c16,4,4,0.0,0.0,48.159667,11.493914,9,2.966666666666667,41.1,15763.333333333334,12935.666666666666,95739,71.89999999999999,62,0.0,1950.0,0,0
2014,tile_r11_c16,4,4,0.0,0.0,48.159667,11.493914,9,3.033333333333333,41.1,16052.666666666666,13311.333333333334,97220,71.7,62,0.0,1750.0,0,0
2015,tile_r11_c16,5,5,0.0,0.0,48.159667,11.493914,9,3.1,41.1,16342.0,13687.0,98702,71.5,62,0.0,1550.0,0,0
2016,tile_r11_c16,4,4,0.0,0.0,48.159667,11.493914,9,2.8666666666666667,41.13333333333333,16388.0,13837.666666666666,98739,71.3,62,0.0,1483.3333333333333,0,0
2017,tile_r11_c16,4,4,0.0,0.0,48.159667,11.493914,9,2.6333333333333333,41.16666666666667,16434.0,13988.333333333334,98777,71.10000000000001,62,0.0,1416.6666666666667,0,0
2018,tile_r11_c16,3,3,0.0,0.0,48.159667,11.493914,9,2.4,41.2,16480.0,14139.0,98814,70.9,62,0.0,1350.0,0,0
2019,tile_r11_c16,4,4,0.0,0.0,48.159667,11.493914,9,2.9,41.3,16611.0,14347.0,99259,70.75,62,0.0,1315.0,0,0
2020,tile_r11_c16,6,6,0.0,0.0,48.159667,11.493914,9,3.4,41.4,16742.0,14555.0,99704,70.6,62,0.0,1280.0,0,0
2021,tile_r11_c16,8,8,0.0,0.0,48.159667,11.493914,9,3.2,41.4,16774.5,14729.5,100100,70.5,62,0.0,1415.0,0,0
2022,tile_r11_c16,9,9,0.0,0.0,48.159667,11.493914,9,3.0,41.4,16807.0,14904.0,100495,70.4,62,0.0,1550.0,0,0
2023,tile_r11_c16,7,7,0.0,0.0,48.159667,11.493914,9,3.15,41.4,16967.5,15006.0,101198,70.45,62,0.0,1450.0,0,0
2024,tile_r11_c16,5,5,0.0,0.0,48.159667,11.493914,9,3.3,41.4,17128.0,15108.0,101901,70.5,62,0.0,1350.0,0,0
2003,tile_r11_c17,1,1,0.0,0.0,48.162663,11.493914,9,5.0,42.1,13812.0,10771.0,81661,72.2,63,,5000.0,0,0
2004,tile_r11_c17,1,1,0.0,0.0,48.162663,11.493914,9,5.133333333333334,42.03333333333333,14039.333333333334,10716.0,82642,72.16666666666667,63,0.0,5146.666666666667,0,0
2005,tile_r11_c17,0,0,0.0,0.0,48.162663,11.493914,9,5.266666666666667,41.96666666666667,14266.666666666666,10661.0,83623,72.13333333333333,63,0.0,5293.333333333333,0,0
2006,tile_r11_c17,0,0,0.0,0.0,48.162663,11.493914,9,5.4,41.9,14494.0,10606.0,84604,72.1,63,0.0,5440.0,0,0
2007,tile_r11_c17,1,1,0.0,0.0,48.162663,11.493914,9,4.833333333333334,41.766666666666666,14588.0,10772.666666666666,85685,72.16666666666666,63,0.0,4893.333333333333,0,0
2008,tile_r11_c17,1,1,0.0,0.0,48.162663,11.493914,9,4.266666666666667,41.63333333333333,14682.0,10939.333333333334,86765,72.23333333333333,63,0.0,4346.666666666667,0,0
2009,tile_r11_c17,2,2,0.0,0.0,48.162663,11.493914,9,3.7,41.5,14776.0,11106.0,87846,72.3,63,0.0,3800.0,0,0
2010,tile_r11_c17,2,2,0.0,0.0,48.162663,11.493914,9,3.4333333333333336,41.36666666666667,15008.666666666666,11590.666666666666,89983,72.23333333333333,63,0.0,3250.0,0,0
2011,tile_r11_c17,1,1,0.0,0.0,48.162663,11.493914,9,3.1666666666666665,41.233333333333334,15241.333333333334,12075.333333333334,92120,72.16666666666666,63,0.0,2700.0,0,0
2012,tile_r11_c17,1,1,0.0,0.0,48.162663,11.493914,9,2.9,41.1,15474.0,12560.0,94257,72.1,63,0.0,2150.0,0,0
2013,tile_r11_c17,1,1,0.0,0.0,48.162663,11.493914,9,2.966666666666667,41.1,15763.333333333334,12935.666666666666,95739,71.89999999999999,63,0.0,1950.0,0,0
2014,tile_r11_c17,2,2,0.0,0.0,48.162663,11.493914,9,3.033333333333333,41.1,16052.666666666666,13311.333333333334,97220,71.7,63,0.0,1750.0,0,0
2015,tile_r11_c17,2,2,0.0,0.0,48.162663,11.493914,9,3.1,41.1,16342.0,13687.0,98702,71.5,63,0.0,1550.0,0,0
2016,tile_r11_c17,1,1,0.0,0.0,48.162663,11.493914,9,2.8666666666666667,41.13333333333333,16388.0,13837.666666666666,98739,71.3,63,0.0,1483.3333333333333,0,0
2017,tile_r11_c17,1,1,0.0,0.0,48.162663,11.493914,9,2.6333333333333333,41.16666666666667,16434.0,13988.333333333334,98777,71.10000000000001,63,0.0,1416.6666666666667,0,0
2018,tile_r11_c17,0,0,0.0,0.0,48.162663,11.493914,9,2.4,41.2,16480.0,14139.0,98814,70.9,63,0.0,1350.0,0,0
2019,tile_r11_c17,0,0,0.0,0.0,48.162663,11.493914,9,2.9,41.3,16611.0,14347.0,99259,70.75,63,0.0,1315.0,0,0
2020,tile_r11_c17,0,0,0.0,0.0,48.162663,11.493914,9,3.4,41.4,16742.0,14555.0,99704,70.6,63,0.0,1280.0,0,0
2021,tile_r11_c17,0,0,0.0,0.0,48.162663,11.493914,9,3.2,41.4,16774.5,14729.5,100100,70.5,63,0.0,1415.0,0,0
2022,tile_r11_c17,1,1,0.0,0.0,48.162663,11.493914,9,3.0,41.4,16807.0,14904.0,100495,70.4,63,0.0,1550.0,0,0
2023,tile_r11_c17,0,0,0.0,0.0,48.162663,11.493914,9,3.15,41.4,16967.5,15006.0,101198,70.45,63,0.0,1450.0,0,0
2024,tile_r11_c17,0,0,0.0,0.0,48.162663,11.493914,9,3.3,41.4,17128.0,15108.0,101901,70.5,63,0.0,1350.0,0,0
2003,tile_r11_c18,2,2,0.0,0.0,48.165659,11.493914,9,5.0,42.1,13812.0,10771.0,81661,72.2,64,,5000.0,0,0
2004,tile_r11_c18,2,2,0.0,0.0,48.165659,11.493914,9,5.133333333333334,42.03333333333333,14039.333333333334,10716.0,82642,72.16666666666667,64,0.0,5146.666666666667,0,0
2005,tile_r11_c18,1,1,0.0,0.0,48.165659,11.493914,9,5.266666666666667,41.96666666666667,14266.666666666666,10661.0,83623,72.13333333333333,64,0.0,5293.333333333333,0,0
2006,tile_r11_c18,1,1,0.0,0.0,48.165659,11.493914,9,5.4,41.9,14494.0,10606.0,84604,72.1,64,0.0,5440.0,0,0
2007,tile_r11_c18,2,2,0.0,0.0,48.165659,11.493914,9,4.833333333333334,41.766666666666666,14588.0,10772.666666666666,85685,72.16666666666666,64,0.0,4893.333333333333,0,0
2008,tile_r11_c18,3,3,0.0,0.0,48.165659,11.493914,9,4.266666666666667,41.63333333333333,14682.0,10939.333333333334,86765,72.23333333333333,64,0.0,4346.666666666667,0,0
2009,tile_r11_c18,4,4,0.0,0.0,48.165659,11.493914,9,3.7,41.5,14776.0,11106.0,87846,72.3,64,0.0,3800.0,0,0
2010,tile_r11_c18,3,3,0.0,0.0,48.165659,11.493914,9,3.4333333333333336,41.36666666666667,15008.666666666666,11590.666666666666,89983,72.23333333333333,64,0.0,3250.0,0,0
2011,tile_r11_c18,3,3,0.0,0.0,48.165659,11.493914,9,3.1666666666666665,41.233333333333334,15241.333333333334,12075.333333333334,92120,72.16666666666666,64,0.0,2700.0,0,0
2012,tile_r11_c18,2,2,0.0,0.0,48.165659,11.493914,9,2.9,41.1,15474.0,12560.0,94257,72.1,64,0.0,2150.0,0,0
2013,tile_r11_c18,2,2,0.0,0.0,48.165659,11.493914,9,2.966666666666667,41.1,15763.333333333334,12935.666666666666,95739,71.89999999999999,64,0.0,1950.0,0,0
2014,tile_r11_c18,2,2,0.0,0.0,48.165659,11.493914,9,3.033333333333333,41.1,16052.666666666666,13311.333333333334,97220,71.7,64,0.0,1750.0,0,0
2015,tile_r11_c18,2,2,0.0,0.0,48.165659,11.493914,9,3.1,41.1,16342.0,13687.0,98702,71.5,64,0.0,1550.0,0,0
2016,tile_r11_c18,3,3,0.0,0.0,48.165659,11.493914,9,2.8666666666666667,41.13333333333333,16388.0,13837.666666666666,98739,71.3,64,0.0,1483.3333333333333,0,0
2017,tile_r11_c18,4,4,0.0,0.0,48.165659,11.493914,9,2.6333333333333333,41.16666666666667,16434.0,13988.333333333334,98777,71.10000000000001,64,0.0,1416.6666666666667,0,0
2018,tile_r11_c18,5,5,0.0,0.0,48.165659,11.493914,9,2.4,41.2,16480.0,14139.0,98814,70.9,64,0.0,1350.0,0,0
2019,tile_r11_c18,4,3,21.4935,4.352,48.165659,11.493914,9,2.9,41.3,16611.0,14347.0,99259,70.75,64,0.0,1315.0,0,0
