tile,total_rooftops,rooftops_without_solar,square_meters_with_solar_m2,square_meters_without_solar_m2,panel_area_m2,tile_centroid_lat,tile_centroid_lon,district_name,district_number,year,match_type,distance_to_district_m
tile_r10_c10,72,65,3933.357,27285.196,161.057,48.141687,11.489423,Laim,25,2020,exact,0.0
tile_r10_c11,50,46,3835.333,23999.464,134.909,48.144684,11.489423,Laim,25,2020,exact,0.0
tile_r10_c12,74,74,0.0,3156.334,0.0,48.147681,11.489423,Neuhausen-Nymphenburg,09,2020,exact,0.0
tile_r10_c13,0,0,0.0,0.0,0.0,48.150678,11.489423,Neuhausen-Nymphenburg,09,2020,exact,0.0
tile_r10_c14,1,1,0.0,62.014,0.0,48.153674,11.489423,Neuhausen-Nymphenburg,09,2020,exact,0.0
tile_r10_c15,1,1,0.0,24.74,0.0,48.156671,11.489423,Neuhausen-Nymphenburg,09,2020,exact,0.0
tile_r10_c16,0,0,0.0,0.0,0.0,48.159667,11.489423,Neuhausen-Nymphenburg,09,2020,exact,0.0
tile_r10_c17,17,14,1530.277,3664.015,44.902,48.162663,11.489423,Neuhausen-Nymphenburg,09,2020,exact,0.0
tile_r10_c18,64,60,1423.873,15897.913,76.846,48.165659,11.489423,Pasing-Obermenzing,21,2020,exact,0.0
tile_r10_c19,42,38,571.814,6049.415,51.365,48.168655,11.489423,Pasing-Obermenzing,21,2020,exact,0.0
tile_r10_c2,59,53,3143.469,24507.921,137.39,48.117704,11.489423,Hadern,20,2020,exact,0.0
tile_r10_c20,40,35,1162.613,4639.381,51.361,48.17165,11.489423,Pasing-Obermenzing,21,2020,exact,0.0
tile_r10_c21,51,45,1297.949,7243.529,162.018,48.174646,11.489423,Moosach,10,2020,exact,0.0
tile_r10_c22,102,95,1575.766,14140.439,170.488,48.177641,11.489423,Moosach,10,2020,exact,0.0
tile_r10_c23,119,112,1989.291,23054.073,260.528,48.180636,11.489423,Allach-Untermenzing,23,2020,exact,0.0
tile_r10_c24,125,116,2561.396,22770.995,272.275,48.183631,11.489423,Allach-Untermenzing,23,2020,exact,0.0
tile_r10_c25,155,149,668.674,9561.228,105.206,48.186625,11.489423,Allach-Untermenzing,23,2020,exact,0.0
tile_r10_c26,0,0,0.0,0.0,0.0,48.188242,11.489423,Allach-Untermenzing,23,2020,exact,0.0
tile_r10_c3,21,15,14960.775,7159.984,111.322,48.120702,11.489423,Hadern,20,2020,exact,0.0
tile_r10_c4,35,29,16274.427,7636.881,373.691,48.123701,11.489423,Hadern,20,2020,exact,0.0
tile_r10_c5,106,88,7681.67,20543.858,1197.042,48.126699,11.489423,Hadern,20,2020,exact,0.0
tile_r10_c6,114,108,2519.556,23038.08,184.516,48.129697,11.489423,Hadern,20,2020,exact,0.0
tile_r10_c7,136,128,1584.983,20442.487,128.487,48.132695,11.489423,Laim,25,2020,exact,0.0
tile_r10_c8,125,119,1940.05,26618.691,158.757,48.135692,11.489423,Laim,25,2020,exact,0.0
tile_r10_c9,141,131,2902.04,24855.653,344.042,48.13869,11.489423,Laim,25,2020,exact,0.0
tile_r11_c0,81,73,2637.127,12074.308,117.636,48.111706,11.493914,Hadern,20,2020,exact,0.0
tile_r11_c1,115,103,3144.044,22189.965,208.659,48.114705,11.493914,Hadern,20,2020,exact,0.0
tile_r11_c10,57,53,4491.945,22637.088,36.759,48.141687,11.493914,Laim,25,2020,exact,0.0
tile_r11_c11,26,23,2744.818,10858.45,42.81,48.144684,11.493914,Laim,25,2020,exact,0.0
tile_r11_c12,76,74,1008.632,3619.367,748.826,48.147681,11.493914,Neuhausen-Nymphenburg,09,2020,exact,0.0
tile_r11_c13,0,0,0.0,0.0,0.0,48.150678,11.493914,Neuhausen-Nymphenburg,09,2020,exact,0.0
tile_r11_c14,4,4,0.0,696.491,0.0,48.153674,11.493914,Neuhausen-Nymphenburg,09,2020,exact,0.0
tile_r11_c15,0,0,0.0,0.0,0.0,48.156671,11.493914,Neuhausen-Nymphenburg,09,2020,exact,0.0
tile_r11_c16,6,6,0.0,655.473,0.0,48.159667,11.493914,Neuhausen-Nymphenburg,09,2020,exact,0.0
tile_r11_c17,0,0,0.0,0.0,0.0,48.162663,11.493914,Neuhausen-Nymphenburg,09,2020,exact,0.0
tile_r11_c18,2,1,42.987,420.116,8.704,48.165659,11.493914,Neuhausen-Nymphenburg,09,2020,exact,0.0
tile_r11_c19,7,6,623.815,2454.298,22.605,48.168655,11.493914,Moosach,10,2020,exact,0.0
tile_r11_c2,43,39,3812.376,19428.907,121.117,48.117704,11.493914,Hadern,20,2020,exact,0.0
tile_r11_c20,19,19,0.0,2380.734,0.0,48.17165,11.493914,Moosach,10,2020,exact,0.0
tile_r11_c21,26,24,395.333,3073.375,17.188,48.174646,11.493914,Moosach,10,2020,exact,0.0
tile_r11_c22,85,74,2504.365,10712.705,248.889,48.177641,11.493914,Moosach,10,2020,exact,0.0
tile_r11_c23,41,35,3021.149,17521.011,302.534,48.180636,11.493914,Moosach,10,2020,exact,0.0
tile_r11_c24,57,44,7619.366,14489.127,1025.23,48.183631,11.493914,Moosach,10,2020,exact,0.0
tile_r11_c25,112,105,1937.921,6567.599,422.512,48.186625,11.493914,Moosach,10,2020,exact,0.0
tile_r11_c26,0,0,0.0,0.0,0.0,48.188242,11.493914,Moosach,10,2020,exact,0.0
tile_r11_c3,42,36,4162.413,11609.593,226.043,48.120702,11.493914,Hadern,20,2020,exact,0.0
tile_r11_c4,64,55,2311.251,12783.687,366.034,48.123701,11.493914,Hadern,20,2020,exact,0.0
tile_r11_c5,50,42,3495.986,19962.073,396.813,48.126699,11.493914,Hadern,20,2020,exact,0.0
tile_r11_c6,105,92,5594.862,23969.777,1351.896,48.129697,11.493914,Laim,25,2020,exact,0.0
tile_r11_c7,134,123,2945.546,24188.25,244.118,48.132695,11.493914,Laim,25,2020,exact,0.0
tile_r11_c8,77,74,1801.933,21363.902,208.707,48.135692,11.493914,Laim,25,2020,exact,0.0
tile_r11_c9,95,88,1855.14,22900.924,114.008,48.13869,11.493914,Laim,25,2020,exact,0.0
tile_r12_c0,48,43,1287.388,8018.836,146.884,48.111706,11.498406,Hadern,20,2020,exact,0.0
tile_r12_c1,147,137,1880.054,23218.754,259.28,48.114705,11.498406,Hadern,20,2020,exact,0.0
tile_r12_c10,83,75,2960.247,24755.391,113.251,48.141687,11.498406,Laim,25,2020,exact,0.0
tile_r12_c11,10,8,10525.111,9031.497,733.373,48.144684,11.498406,Laim,25,2020,exact,0.0
tile_r12_c12,14,11,9515.009,3263.654,2704.174,48.147681,11.498406,Neuhausen-Nymphenburg,09,2020,exact,0.0
tile_r12_c13,24,20,1344.519,4401.823,29.312,48.150678,11.498406,Neuhausen-Nymphenburg,09,2020,exact,0.0
tile_r12_c14,23,20,1254.761,3102.564,50.441,48.153674,11.498406,Neuhausen-Nymphenburg,09,2020,exact,0.0
tile_r12_c15,6,5,156.404,842.745,1.168,48.156671,11.498406,Neuhausen-Nymphenburg,09,2020,exact,0.0
tile_r12_c16,15,14,578.489,3207.656,1.38,48.159667,11.498406,Neuhausen-Nymphenburg,09,2020,exact,0.0
tile_r12_c17,11,8,2064.894,820.564,85.239,48.162663,11.498406,Neuhausen-Nymphenburg,09,2020,exact,0.0
tile_r12_c18,21,16,2081.188,4471.925,187.551,48.165659,11.498406,Neuhausen-Nymphenburg,09,2020,exact,0.0
tile_r12_c19,151,150,208.225,8077.49,11.568,48.168655,11.498406,Moosach,10,2020,exact,0.0
tile_r12_c2,122,118,1217.766,23634.129,111.441,48.117704,11.498406,Hadern,20,2020,exact,0.0
tile_r12_c20,164,162,238.015,8582.952,16.023,48.17165,11.498406,Moosach,10,2020,exact,0.0
tile_r12_c21,47,40,2743.026,4899.842,420.602,48.174646,11.498406,Moosach,10,2020,exact,0.0
tile_r12_c22,18,14,16944.606,9685.084,623.289,48.177641,11.498406,Moosach,10,2020,exact,0.0
tile_r12_c23,99,89,2106.521,21643.894,283.023,48.180636,11.498406,Moosach,10,2020,exact,0.0
tile_r12_c24,141,130,3181.962,25613.955,335.594,48.183631,11.498406,Moosach,10,2020,exact,0.0
tile_r12_c25,82,69,3861.648,18111.528,430.792,48.186625,11.498406,Moosach,10,2020,exact,0.0
tile_r12_c26,0,0,0.0,0.0,0.0,48.188242,11.498406,Moosach,10,2020,exact,0.0
tile_r12_c3,100,89,3722.989,22703.163,204.57,48.120702,11.498406,Hadern,20,2020,exact,0.0
tile_r12_c4,116,107,1860.354,19870.89,183.708,48.123701,11.498406,Hadern,20,2020,exact,0.0
tile_r12_c5,49,43,2803.049,20768.859,727.313,48.126699,11.498406,Laim,25,2020,exact,0.0
tile_r12_c6,92,81,6430.839,22192.53,1960.62,48.129697,11.498406,Laim,25,2020,exact,0.0
tile_r12_c7,70,63,4295.525,28779.778,179.394,48.132695,11.498406,Laim,25,2020,exact,0.0
tile_r12_c8,67,64,1691.482,16451.088,109.134,48.135692,11.498406,Laim,25,2020,exact,0.0
tile_r12_c9,72,67,2340.622,17765.731,274.128,48.13869,11.498406,Laim,25,2020,exact,0.0
tile_r13_c0,82,76,4346.627,18570.635,106.893,48.111706,11.502897,Sendling-Westpark,07,2020,exact,0.0
tile_r13_c1,136,125,3387.147,28046.625,343.085,48.114705,11.502897,Sendling-Westpark,07,2020,exact,0.0
tile_r13_c10,55,49,10687.969,23844.637,252.642,48.141687,11.502897,Laim,25,2020,exact,0.0
tile_r13_c11,24,19,8675.032,4066.818,262.377,48.144684,11.502897,Neuhausen-Nymphenburg,09,2020,exact,0.0
tile_r13_c12,56,52,4532.404,21524.872,169.945,48.147681,11.502897,Neuhausen-Nymphenburg,09,2020,exact,0.0
tile_r13_c13,85,75,3501.929,23849.256,156.543,48.150678,11.502897,Neuhausen-Nymphenburg,09,2020,exact,0.0
tile_r13_c14,101,97,1108.95,23368.909,52.883,48.153674,11.502897,Neuhausen-Nymphenburg,09,2020,exact,0.0
tile_r13_c15,19,18,95.772,7957.309,18.369,48.156671,11.502897,Neuhausen-Nymphenburg,09,2020,exact,0.0
tile_r13_c16,14,12,638.479,10683.536,67.521,48.159667,11.502897,Neuhausen-Nymphenburg,09,2020,exact,0.0
tile_r13_c17,25,22,3212.101,9462.172,138.74,48.162663,11.502897,Neuhausen-Nymphenburg,09,2020,exact,0.0
tile_r13_c18,36,31,10260.449,16433.477,635.149,48.165659,11.502897,Neuhausen-Nymphenburg,09,2020,exact,0.0
tile_r13_c19,36,32,1495.759,2070.9,114.3,48.168655,11.502897,Moosach,10,2020,exact,0.0
tile_r13_c2,102,98,1010.955,19664.341,106.761,48.117704,11.502897,Sendling-Westpark,07,2020,exact,0.0
tile_r13_c20,71,60,8513.176,10862.235,441.548,48.17165,11.502897,Moosach,10,2020,exact,0.0
tile_r13_c21,48,44,12044.024,14921.44,1368.219,48.174646,11.502897,Moosach,10,2020,exact,0.0
tile_r13_c22,26,20,25983.237,7385.094,551.563,48.177641,11.502897,Moosach,10,2020,exact,0.0
tile_r13_c23,88,78,8427.893,23529.324,530.617,48.180636,11.502897,Moosach,10,2020,exact,0.0
tile_r13_c24,106,96,3233.155,24104.048,258.486,48.183631,11.502897,Moosach,10,2020,exact,0.0
tile_r13_c25,81,69,5892.489,23321.793,1022.138,48.186625,11.502897,Moosach,10,2020,exact,0.0
tile_r13_c26,0,0,0.0,0.0,0.0,48.188242,11.502897,Moosach,10,2020,exact,0.0
tile_r13_c3,101,91,4922.963,21002.93,1230.594,48.120702,11.502897,Sendling-Westpark,07,2020,exact,0.0
tile_r13_c4,65,59,7005.47,12014.252,307.033,48.123701,11.502897,Sendling-Westpark,07,2020,exact,0.0
tile_r13_c5,59,56,3368.139,13474.023,204.525,48.126699,11.502897,Laim,25,2020,exact,0.0
tile_r13_c6,101,97,727.224,24765.869,194.716,48.129697,11.502897,Laim,25,2020,exact,0.0
tile_r13_c7,112,106,1767.768,30524.968,215.741,48.132695,11.502897,Laim,25,2020,exact,0.0
tile_r13_c8,72,69,4495.12,29670.522,244.301,48.135692,11.502897,Laim,25,2020,exact,0.0
tile_r13_c9,68,62,7644.04,28037.491,119.534,48.13869,11.502897,Laim,25,2020,exact,0.0
tile_r14_c0,97,91,1427.282,22686.681,86.792,48.111706,11.507389,Sendling-Westpark,07,2020,exact,0.0
tile_r14_c1,133,121,2604.848,20378.339,202.491,48.114705,11.507389,Sendling-Westpark,07,2020,exact,0.0
tile_r14_c10,62,56,11402.632,19988.142,612.145,48.141687,11.507389,Laim,25,2020,exact,0.0
tile_r14_c11,18,15,798.812,5688.299,185.789,48.144684,11.507389,Neuhausen-Nymphenburg,09,2020,exact,0.0
tile_r14_c12,31,22,11867.504,8802.695,511.63,48.147681,11.507389,Neuhausen-Nymphenburg,09,2020,exact,0.0
tile_r14_c13,95,84,4942.539,26457.553,157.498,48.150678,11.507389,Neuhausen-Nymphenburg,09,2020,exact,0.0
tile_r14_c14,81,72,4099.73,35045.458,80.809,48.153674,11.507389,Neuhausen-Nymphenburg,09,2020,exact,0.0
tile_r14_c15,29,24,2973.951,15751.822,83.669,48.156671,11.507389,Neuhausen-Nymphenburg,09,2020,exact,0.0
tile_r14_c16,30,28,1501.57,7313.961,7.219,48.159667,11.507389,Neuhausen-Nymphenburg,09,2020,exact,0.0
tile_r14_c17,88,81,3668.971,17142.343,242.452,48.162663,11.507389,Neuhausen-Nymphenburg,09,2020,exact,0.0
tile_r14_c18,36,33,18294.477,6874.872,239.132,48.165659,11.507389,Neuhausen-Nymphenburg,09,2020,exact,0.0
tile_r14_c19,7,6,4567.156,2097.324,296.2,48.168655,11.507389,Moosach,10,2020,exact,0.0
tile_r14_c2,94,88,1446.714,24334.871,149.83,48.117704,11.507389,Sendling-Westpark,07,2020,exact,0.0
tile_r14_c20,77,70,3161.302,14103.389,420.115,48.17165,11.507389,Moosach,10,2020,exact,0.0
tile_r14_c21,114,106,4155.948,21717.831,159.474,48.174646,11.507389,Moosach,10,2020,exact,0.0
tile_r14_c22,71,62,4722.902,26235.171,1066.223,48.177641,11.507389,Moosach,10,2020,exact,0.0
tile_r14_c23,63,57,3838.461,24354.814,251.085,48.180636,11.507389,Moosach,10,2020,exact,0.0
tile_r14_c24,91,81,5143.511,21997.371,313.108,48.183631,11.507389,Moosach,10,2020,exact,0.0
tile_r14_c25,87,76,4632.21,18981.487,365.886,48.186625,11.507389,Moosach,10,2020,exact,0.0
tile_r14_c26,0,0,0.0,0.0,0.0,48.188242,11.507389,Moosach,10,2020,exact,0.0
tile_r14_c3,33,28,5573.442,7439.983,531.528,48.120702,11.507389,Sendling-Westpark,07,2020,exact,0.0
tile_r14_c4,15,11,5888.854,7428.086,604.181,48.123701,11.507389,Sendling-Westpark,07,2020,exact,0.0
tile_r14_c5,28,25,4283.43,8780.651,221.314,48.126699,11.507389,Laim,25,2020,exact,0.0
tile_r14_c6,104,99,3765.004,21048.73,94.915,48.129697,11.507389,Laim,25,2020,exact,0.0
tile_r14_c7,126,119,2109.148,26260.017,266.747,48.132695,11.507389,Laim,25,2020,exact,0.0
tile_r14_c8,95,87,2653.436,20513.953,259.072,48.135692,11.507389,Laim,25,2020,exact,0.0
tile_r14_c9,112,108,3696.265,18823.291,64.494,48.13869,11.507389,Laim,25,2020,exact,0.0
tile_r15_c0,107,102,1071.609,21825.002,96.152,48.111706,11.51188,Sendling-Westpark,07,2020,exact,0.0
tile_r15_c1,139,132,3175.222,24350.41,143.042,48.114705,11.51188,Sendling-Westpark,07,2020,exact,0.0
tile_r15_c10,32,27,8015.674,15846.824,748.127,48.141687,11.51188,Laim,25,2020,exact,0.0
tile_r15_c11,22,17,3435.547,5303.502,75.208,48.144684,11.51188,Neuhausen-Nymphenburg,09,2020,exact,0.0
tile_r15_c12,15,14,194.165,4111.447,6.373,48.147681,11.51188,Neuhausen-Nymphenburg,09,2020,exact,0.0
tile_r15_c13,76,70,1553.189,18749.773,189.673,48.150678,11.51188,Neuhausen-Nymphenburg,09,2020,exact,0.0
tile_r15_c14,71,64,4260.143,23446.146,169.587,48.153674,11.51188,Neuhausen-Nymphenburg,09,2020,exact,0.0
tile_r15_c15,65,58,8791.551,23112.241,166.06,48.156671,11.51188,Neuhausen-Nymphenburg,09,2020,exact,0.0
tile_r15_c16,56,49,5760.402,16460.724,168.166,48.159667,11.51188,Neuhausen-Nymphenburg,09,2020,exact,0.0
tile_r15_c17,73,64,3383.812,19952.814,140.863,48.162663,11.51188,Neuhausen-Nymphenburg,09,2020,exact,0.0
tile_r15_c18,79,64,6559.63,20035.481,351.117,48.165659,11.51188,Neuhausen-Nymphenburg,09,2020,exact,0.0
tile_r15_c19,65,62,2106.788,5709.223,26.639,48.168655,11.51188,Neuhausen-Nymphenburg,09,2020,exact,0.0
tile_r15_c2,127,115,2928.759,19967.472,129.412,48.117704,11.51188,Sendling-Westpark,07,2020,exact,0.0
tile_r15_c20,164,154,2987.716,11112.546,138.801,48.17165,11.51188,Moosach,10,2020,exact,0.0
tile_r15_c21,105,86,5916.888,17637.228,211.995,48.174646,11.51188,Moosach,10,2020,exact,0.0
tile_r15_c22,54,49,3487.455,19794.28,118.399,48.177641,11.51188,Moosach,10,2020,exact,0.0
tile_r15_c23,46,42,9409.012,24891.981,323.119,48.180636,11.51188,Moosach,10,2020,exact,0.0
tile_r15_c24,112,107,2255.492,25886.896,417.476,48.183631,11.51188,Moosach,10,2020,exact,0.0
tile_r15_c25,76,64,4695.143,11050.707,322.722,48.186625,11.51188,Moosach,10,2020,exact,0.0
tile_r15_c26,0,0,0.0,0.0,0.0,48.188242,11.51188,Moosach,10,2020,exact,0.0
tile_r15_c3,52,50,378.204,10988.508,93.142,48.120702,11.51188,Sendling-Westpark,07,2020,exact,0.0
tile_r15_c4,5,4,66.234,343.607,16.266,48.123701,11.51188,Sendling-Westpark,07,2020,exact,0.0
tile_r15_c5,93,83,3999.577,19502.615,249.17,48.126699,11.51188,Sendling-Westpark,07,2020,exact,0.0
tile_r15_c6,98,89,3532.21,25060.872,317.803,48.129697,11.51188,Laim,25,2020,exact,0.0
tile_r15_c7,41,39,11328.615,14215.128,86.72,48.132695,11.51188,Laim,25,2020,exact,0.0
tile_r15_c8,43,38,7447.488,20601.934,232.716,48.135692,11.51188,Laim,25,2020,exact,0.0
tile_r15_c9,51,47,2420.506,26927.329,63.964,48.13869,11.51188,Laim,25,2020,exact,0.0
tile_r16_c0,63,57,3623.731,16228.844,47.543,48.111706,11.516372,Sendling-Westpark,07,2020,exact,0.0
tile_r16_c1,81,75,6760.829,22423.428,111.136,48.114705,11.516372,Sendling-Westpark,07,2020,exact,0.0
tile_r16_c10,31,28,2343.543,21744.342,36.44,48.141687,11.516372,Laim,25,2020,exact,0.0
tile_r16_c11,21,17,4358.188,14139.471,134.057,48.144684,11.516372,Neuhausen-Nymphenburg,09,2020,exact,0.0
tile_r16_c12,22,21,1046.877,10843.912,214.134,48.147681,11.516372,Neuhausen-Nymphenburg,09,2020,exact,0.0
tile_r16_c13,129,126,959.21,8793.665,557.659,48.150678,11.516372,Neuhausen-Nymphenburg,09,2020,exact,0.0
tile_r16_c14,71,62,4572.966,18468.345,523.304,48.153674,11.516372,Neuhausen-Nymphenburg,09,2020,exact,0.0
tile_r16_c15,100,92,4576.501,26646.356,225.624,48.156671,11.516372,Neuhausen-Nymphenburg,09,2020,exact,0.0
tile_r16_c16,84,77,3389.189,18039.962,321.149,48.159667,11.516372,Neuhausen-Nymphenburg,09,2020,exact,0.0
tile_r16_c17,76,69,2108.511,19784.987,155.089,48.162663,11.516372,Neuhausen-Nymphenburg,09,2020,exact,0.0
tile_r16_c18,107,95,3925.406,21522.738,316.934,48.165659,11.516372,Neuhausen-Nymphenburg,09,2020,exact,0.0
tile_r16_c19,105,104,24.834,10124.521,5.731,48.168655,11.516372,Moosach,10,2020,exact,0.0
tile_r16_c2,67,58,11797.981,16926.422,667.062,48.117704,11.516372,Sendling-Westpark,07,2020,exact,0.0
tile_r16_c20,129,126,102.508,4603.947,30.137,48.17165,11.516372,Moosach,10,2020,exact,0.0
tile_r16_c21,28,25,5912.258,8073.291,351.094,48.174646,11.516372,Moosach,10,2020,exact,0.0
tile_r16_c22,44,43,196.794,16926.256,85.719,48.177641,11.516372,Moosach,10,2020,exact,0.0
tile_r16_c23,72,64,4306.501,22080.943,312.934,48.180636,11.516372,Moosach,10,2020,exact,0.0
tile_r16_c24,99,85,11938.949,21859.956,191.661,48.183631,11.516372,Moosach,10,2020,exact,0.0
tile_r16_c25,73,60,6240.606,17007.603,902.433,48.186625,11.516372,Moosach,10,2020,exact,0.0
tile_r16_c26,0,0,0.0,0.0,0.0,48.188242,11.516372,Moosach,10,2020,exact,0.0
tile_r16_c3,44,37,3251.999,10168.706,119.192,48.120702,11.516372,Sendling-Westpark,07,2020,exact,0.0
tile_r16_c4,13,10,1045.139,2359.895,85.474,48.123701,11.516372,Sendling-Westpark,07,2020,exact,0.0
tile_r16_c5,175,165,3184.823,18251.838,132.452,48.126699,11.516372,Sendling-Westpark,07,2020,exact,0.0
tile_r16_c6,115,107,4612.349,21899.667,925.47,48.129697,11.516372,Laim,25,2020,exact,0.0
tile_r16_c7,99,94,2269.31,11715.2,54.838,48.132695,11.516372,Laim,25,2020,exact,0.0
tile_r16_c8,62,57,5329.154,15108.386,441.305,48.135692,11.516372,Laim,25,2020,exact,0.0
tile_r16_c9,33,28,5572.071,27135.468,567.287,48.13869,11.516372,Laim,25,2020,exact,0.0
tile_r17_c0,63,60,3842.046,21373.35,70.305,48.111706,11.520864,Sendling-Westpark,07,2020,exact,0.0
tile_r17_c1,74,68,3187.235,22756.075,228.547,48.114705,11.520864,Sendling-Westpark,07,2020,exact,0.0
tile_r17_c10,15,12,17444.619,10621.319,689.694,48.141687,11.520864,Laim,25,2020,exact,0.0
tile_r17_c11,21,16,8624.283,9094.446,79.244,48.144684,11.520864,Neuhausen-Nymphenburg,09,2020,exact,0.0
tile_r17_c12,21,15,12514.187,10941.03,664.052,48.147681,11.520864,Neuhausen-Nymphenburg,09,2020,exact,0.0
tile_r17_c13,42,39,4840.966,17286.687,306.718,48.150678,11.520864,Neuhausen-Nymphenburg,09,2020,exact,0.0
tile_r17_c14,74,65,3333.509,19090.737,88.455,48.153674,11.520864,Neuhausen-Nymphenburg,09,2020,exact,0.0
tile_r17_c15,85,79,2453.549,20436.49,177.525,48.156671,11.520864,Neuhausen-Nymphenburg,09,2020,exact,0.0
tile_r17_c16,79,74,1985.615,18719.841,94.063,48.159667,11.520864,Neuhausen-Nymphenburg,09,2020,exact,0.0
tile_r17_c17,83,70,4775.407,20251.06,94.052,48.162663,11.520864,Neuhausen-Nymphenburg,09,2020,exact,0.0
tile_r17_c18,181,173,6531.237,20183.312,238.816,48.165659,11.520864,Neuhausen-Nymphenburg,09,2020,exact,0.0
tile_r17_c19,74,71,604.624,8048.484,108.996,48.168655,11.520864,Moosach,10,2020,exact,0.0
tile_r17_c2,106,94,5255.708,20871.152,514.346,48.117704,11.520864,Sendling-Westpark,07,2020,exact,0.0
tile_r17_c20,5,4,111.317,649.225,3.184,48.17165,11.520864,Moosach,10,2020,exact,0.0
tile_r17_c21,13,11,1479.496,4586.266,30.982,48.174646,11.520864,Moosach,10,2020,exact,0.0
tile_r17_c22,44,38,4149.942,13432.499,168.895,48.177641,11.520864,Moosach,10,2020,exact,0.0
tile_r17_c23,81,76,5296.685,29901.383,316.435,48.180636,11.520864,Moosach,10,2020,exact,0.0
tile_r17_c24,66,62,1857.861,28958.828,143.19,48.183631,11.520864,Moosach,10,2020,exact,0.0
tile_r17_c25,27,25,3039.273,16199.719,127.16,48.186625,11.520864,Moosach,10,2020,exact,0.0
tile_r17_c26,0,0,0.0,0.0,0.0,48.188242,11.520864,Moosach,10,2020,exact,0.0
tile_r17_c3,33,27,4130.775,19710.887,490.589,48.120702,11.520864,Sendling-Westpark,07,2020,exact,0.0
tile_r17_c4,13,12,177.432,3484.235,6.272,48.123701,11.520864,Sendling-Westpark,07,2020,exact,0.0
tile_r17_c5,94,91,812.892,10367.77,44.966,48.126699,11.520864,Sendling-Westpark,07,2020,exact,0.0
